id	text	source
314	so	t_97-05-28_22
315	that	t_97-05-28_22
316	they	t_97-05-28_22
317	can	t_97-05-28_22
318	be	t_97-05-28_22
319	used	t_97-05-28_22
320	for	t_97-05-28_22
321	the	t_97-05-28_22
322	reconstruction	t_97-05-28_22
323	of	t_97-05-28_22
324	the	t_97-05-28_22
325	new	t_97-05-28_22
326	Democratic	t_97-05-28_22
327	Republic	t_97-05-28_22
328	of	t_97-05-28_22
329	Congo	t_97-05-28_22
330	?	t_97-05-28_22
331	I	t_97-05-28_22
332	would	t_97-05-28_22
333	also	t_97-05-28_22
334	ask	t_97-05-28_22
335	that	t_97-05-28_22
336	the	t_97-05-28_22
337	Commission	t_97-05-28_22
338	take	t_97-05-28_22
339	note	t_97-05-28_22
340	of	t_97-05-28_22
341	the	t_97-05-28_22
342	fact	t_97-05-28_22
343	that	t_97-05-28_22
344	the	t_97-05-28_22
345	European	t_97-05-28_22
346	people	t_97-05-28_22
347	would	t_97-05-28_22
348	welcome	t_97-05-28_22
349	Mr	t_97-05-28_22
350	Mobutu	t_97-05-28_22
351	as	t_97-05-28_22
352	much	t_97-05-28_22
353	as	t_97-05-28_22
354	they	t_97-05-28_22
355	would	t_97-05-28_22
356	the	t_97-05-28_22
357	greatest	t_97-05-28_22
358	criminal	t_97-05-28_22
359	.	t_97-05-28_22
360	He	t_97-05-28_22
361	should	t_97-05-28_22
362	not	t_97-05-28_22
363	be	t_97-05-28_22
364	given	t_97-05-28_22
365	refuge	t_97-05-28_22
366	in	t_97-05-28_22
367	the	t_97-05-28_22
368	European	t_97-05-28_22
369	Union	t_97-05-28_22
370	under	t_97-05-28_22
371	any	t_97-05-28_22
372	circumstances	t_97-05-28_22
373	.	t_97-05-28_22
374	I	t_97-05-28_24
375	would	t_97-05-28_24
376	like	t_97-05-28_24
377	to	t_97-05-28_24
378	ask	t_97-05-28_24
379	the	t_97-05-28_24
380	Commissioner	t_97-05-28_24
381	two	t_97-05-28_24
382	questions	t_97-05-28_24
383	.	t_97-05-28_24
384	Is	t_97-05-28_24
385	he	t_97-05-28_24
386	not	t_97-05-28_24
387	encouraged	t_97-05-28_24
388	by	t_97-05-28_24
389	the	t_97-05-28_24
390	axis	t_97-05-28_24
391	of	t_97-05-28_24
392	African	t_97-05-28_24
393	Governments	t_97-05-28_24
394	which	t_97-05-28_24
395	has	t_97-05-28_24
396	been	t_97-05-28_24
397	formed	t_97-05-28_24
398	and	t_97-05-28_24
399	is	t_97-05-28_24
400	led	t_97-05-28_24
401	by	t_97-05-28_24
402	Uganda	t_97-05-28_24
403	at	t_97-05-28_24
404	this	t_97-05-28_24
405	time	t_97-05-28_24
406	,	t_97-05-28_24
407	sharing	t_97-05-28_24
408	similar	t_97-05-28_24
409	political	t_97-05-28_24
410	,	t_97-05-28_24
411	economic	t_97-05-28_24
412	and	t_97-05-28_24
413	military	t_97-05-28_24
414	approaches	t_97-05-28_24
415	to	t_97-05-28_24
416	the	t_97-05-28_24
417	Great	t_97-05-28_24
418	Lakes	t_97-05-28_24
419	area	t_97-05-28_24
420	and	t_97-05-28_24
421	the	t_97-05-28_24
422	problems	t_97-05-28_24
423	he	t_97-05-28_24
424	has	t_97-05-28_24
425	described	t_97-05-28_24
426	?	t_97-05-28_24
427	Which	t_97-05-28_24
428	way	t_97-05-28_24
429	does	t_97-05-28_24
430	the	t_97-05-28_24
431	Commission	t_97-05-28_24
432	think	t_97-05-28_24
433	it	t_97-05-28_24
434	should	t_97-05-28_24
435	best	t_97-05-28_24
436	work	t_97-05-28_24
437	with	t_97-05-28_24
438	this	t_97-05-28_24
439	axis	t_97-05-28_24
440	?	t_97-05-28_24
441	Secondly	t_97-05-28_24
442	,	t_97-05-28_24
443	is	t_97-05-28_24
444	the	t_97-05-28_24
445	Commissioner	t_97-05-28_24
446	aware	t_97-05-28_24
447	that	t_97-05-28_24
448	President	t_97-05-28_24
449	Mandela	t_97-05-28_24
450	has	t_97-05-28_24
451	urged	t_97-05-28_24
452	the	t_97-05-28_24
453	West	t_97-05-28_24
454	not	t_97-05-28_24
455	to	t_97-05-28_24
456	demonize	t_97-05-28_24
457	Mr	t_97-05-28_24
458	Kabila	t_97-05-28_24
459	in	t_97-05-28_24
460	Kinshasa	t_97-05-28_24
461	and	t_97-05-28_24
462	impressed	t_97-05-28_24
463	on	t_97-05-28_24
464	us	t_97-05-28_24
465	that	t_97-05-28_24
466	it	t_97-05-28_24
467	would	t_97-05-28_24
468	be	t_97-05-28_24
469	suicidal	t_97-05-28_24
470	for	t_97-05-28_24
471	us	t_97-05-28_24
472	to	t_97-05-28_24
473	suggest	t_97-05-28_24
474	that	t_97-05-28_24
475	political	t_97-05-28_24
476	parties	t_97-05-28_24
477	,	t_97-05-28_24
478	for	t_97-05-28_24
479	instance	t_97-05-28_24
480	,	t_97-05-28_24
481	should	t_97-05-28_24
482	be	t_97-05-28_24
483	formed	t_97-05-28_24
484	in	t_97-05-28_24
485	Zaire	t_97-05-28_24
486	at	t_97-05-28_24
487	this	t_97-05-28_24
488	time	t_97-05-28_24
489	?	t_97-05-28_24
490	Does	t_97-05-28_24
491	the	t_97-05-28_24
492	Commissioner	t_97-05-28_24
493	intend	t_97-05-28_24
494	to	t_97-05-28_24
495	take	t_97-05-28_24
496	President	t_97-05-28_24
497	Mandela	t_97-05-28_24
498	's	t_97-05-28_24
499	advice	t_97-05-28_24
500	and	t_97-05-28_24
501	agree	t_97-05-28_24
502	that	t_97-05-28_24
503	it	t_97-05-28_24
504	is	t_97-05-28_24
505	not	t_97-05-28_24
506	wise	t_97-05-28_24
507	for	t_97-05-28_24
508	us	t_97-05-28_24
509	in	t_97-05-28_24
510	the	t_97-05-28_24
511	West	t_97-05-28_24
512	at	t_97-05-28_24
513	this	t_97-05-28_24
514	time	t_97-05-28_24
515	to	t_97-05-28_24
516	give	t_97-05-28_24
517	too	t_97-05-28_24
518	much	t_97-05-28_24
519	advice	t_97-05-28_24
520	to	t_97-05-28_24
521	Mr	t_97-05-28_24
522	Kabila	t_97-05-28_24
523	as	t_97-05-28_24
524	he	t_97-05-28_24
525	tries	t_97-05-28_24
526	to	t_97-05-28_24
527	restore	t_97-05-28_24
528	law	t_97-05-28_24
529	and	t_97-05-28_24
530	order	t_97-05-28_24
531	in	t_97-05-28_24
532	that	t_97-05-28_24
533	country	t_97-05-28_24
534	?	t_97-05-28_24
535	The	t_97-05-28_27
536	role	t_97-05-28_27
537	which	t_97-05-28_27
538	the	t_97-05-28_27
539	United	t_97-05-28_27
540	States	t_97-05-28_27
541	played	t_97-05-28_27
542	in	t_97-05-28_27
543	all	t_97-05-28_27
544	the	t_97-05-28_27
545	phases	t_97-05-28_27
546	of	t_97-05-28_27
547	the	t_97-05-28_27
548	situation	t_97-05-28_27
549	until	t_97-05-28_27
550	Kabila	t_97-05-28_27
551	took	t_97-05-28_27
552	power	t_97-05-28_27
553	has	t_97-05-28_27
554	not	t_97-05-28_27
555	been	t_97-05-28_27
556	fully	t_97-05-28_27
557	appreciated	t_97-05-28_27
558	.	t_97-05-28_27
559	My	t_97-05-28_27
560	personal	t_97-05-28_27
561	opinion	t_97-05-28_27
562	is	t_97-05-28_27
563	that	t_97-05-28_27
564	our	t_97-05-28_27
565	partners	t_97-05-28_27
566	on	t_97-05-28_27
567	the	t_97-05-28_27
568	other	t_97-05-28_27
569	side	t_97-05-28_27
570	of	t_97-05-28_27
571	the	t_97-05-28_27
572	Atlantic	t_97-05-28_27
573	helped	t_97-05-28_27
574	to	t_97-05-28_27
575	let	t_97-05-28_27
576	the	t_97-05-28_27
577	genie	t_97-05-28_27
578	out	t_97-05-28_27
579	of	t_97-05-28_27
580	the	t_97-05-28_27
581	bottle	t_97-05-28_27
582	and	t_97-05-28_27
583	afterwards	t_97-05-28_27
584	tried	t_97-05-28_27
585	somehow	t_97-05-28_27
586	to	t_97-05-28_27
587	put	t_97-05-28_27
588	it	t_97-05-28_27
589	back	t_97-05-28_27
590	.	t_97-05-28_27
591	But	t_97-05-28_27
592	they	t_97-05-28_27
593	did	t_97-05-28_27
594	not	t_97-05-28_27
595	manage	t_97-05-28_27
596	.	t_97-05-28_27
597	It	t_97-05-28_27
598	was	t_97-05-28_27
599	not	t_97-05-28_27
600	a	t_97-05-28_27
601	campaign	t_97-05-28_27
602	of	t_97-05-28_27
603	conquer	t_97-05-28_27
604	.	t_97-05-28_27
605	As	t_97-05-28_27
606	I	t_97-05-28_27
607	said	t_97-05-28_27
608	in	t_97-05-28_27
609	my	t_97-05-28_27
610	statement	t_97-05-28_27
611	,	t_97-05-28_27
612	Laurent	t_97-05-28_27
613	Kabila	t_97-05-28_27
614	was	t_97-05-28_27
615	sucked	t_97-05-28_27
616	into	t_97-05-28_27
617	the	t_97-05-28_27
618	power	t_97-05-28_27
619	vacuum	t_97-05-28_27
620	which	t_97-05-28_27
621	existed	t_97-05-28_27
622	in	t_97-05-28_27
623	former	t_97-05-28_27
624	Zaire	t_97-05-28_27
625	.	t_97-05-28_27
626	Having	t_97-05-28_27
627	said	t_97-05-28_27
628	that	t_97-05-28_27
629	,	t_97-05-28_27
630	I	t_97-05-28_27
631	have	t_97-05-28_27
632	been	t_97-05-28_27
633	keeping	t_97-05-28_27
634	in	t_97-05-28_27
635	contact	t_97-05-28_27
636	with	t_97-05-28_27
637	the	t_97-05-28_27
638	United	t_97-05-28_27
639	States	t_97-05-28_27
640	about	t_97-05-28_27
641	how	t_97-05-28_27
642	it	t_97-05-28_27
643	sees	t_97-05-28_27
644	the	t_97-05-28_27
645	situation	t_97-05-28_27
646	and	t_97-05-28_27
647	how	t_97-05-28_27
648	we	t_97-05-28_27
649	can	t_97-05-28_27
650	best	t_97-05-28_27
651	cooperate	t_97-05-28_27
652	in	t_97-05-28_27
653	order	t_97-05-28_27
654	to	t_97-05-28_27
655	have	t_97-05-28_27
656	law	t_97-05-28_27
657	,	t_97-05-28_27
658	order	t_97-05-28_27
659	and	t_97-05-28_27
660	a	t_97-05-28_27
661	democratic	t_97-05-28_27
662	country	t_97-05-28_27
663	.	t_97-05-28_27
664	The	t_97-05-28_27
665	European	t_97-05-28_27
666	Union	t_97-05-28_27
667	has	t_97-05-28_27
668	already	t_97-05-28_27
669	expressed	t_97-05-28_27
670	its	t_97-05-28_27
671	point	t_97-05-28_27
672	of	t_97-05-28_27
673	view	t_97-05-28_27
674	and	t_97-05-28_27
675	its	t_97-05-28_27
676	willingness	t_97-05-28_27
677	to	t_97-05-28_27
678	help	t_97-05-28_27
679	in	t_97-05-28_27
680	the	t_97-05-28_27
681	rehabilitation	t_97-05-28_27
682	and	t_97-05-28_27
683	reconstruction	t_97-05-28_27
684	of	t_97-05-28_27
685	the	t_97-05-28_27
686	new	t_97-05-28_27
687	Democratic	t_97-05-28_27
688	Republic	t_97-05-28_27
689	Congo	t_97-05-28_27
690	.	t_97-05-28_27
691	But	t_97-05-28_27
692	let	t_97-05-28_27
693	there	t_97-05-28_27
694	be	t_97-05-28_27
695	no	t_97-05-28_27
696	misunderstandings	t_97-05-28_27
697	.	t_97-05-28_27
698	There	t_97-05-28_27
699	are	t_97-05-28_27
700	some	t_97-05-28_27
701	preconditions	t_97-05-28_27
702	which	t_97-05-28_27
703	have	t_97-05-28_27
704	to	t_97-05-28_27
705	be	t_97-05-28_27
706	met	t_97-05-28_27
707	.	t_97-05-28_27
708	I	t_97-05-28_27
709	am	t_97-05-28_27
710	not	t_97-05-28_27
711	prepared	t_97-05-28_27
712	to	t_97-05-28_27
713	sign	t_97-05-28_27
714	a	t_97-05-28_27
715	blank	t_97-05-28_27
716	cheque	t_97-05-28_27
717	.	t_97-05-28_27
718	The	t_97-05-28_29
719	only	t_97-05-28_29
720	reason	t_97-05-28_29
721	why	t_97-05-28_29
722	I	t_97-05-28_29
723	did	t_97-05-28_29
724	not	t_97-05-28_29
725	go	t_97-05-28_29
726	into	t_97-05-28_29
727	detail	t_97-05-28_29
728	with	t_97-05-28_29
729	regard	t_97-05-28_29
730	to	t_97-05-28_29
731	the	t_97-05-28_29
732	humanitarian	t_97-05-28_29
733	situation	t_97-05-28_29
734	was	t_97-05-28_29
735	because	t_97-05-28_29
736	I	t_97-05-28_29
737	had	t_97-05-28_29
738	already	t_97-05-28_29
739	gone	t_97-05-28_29
740	three	t_97-05-28_29
741	minutes	t_97-05-28_29
742	over	t_97-05-28_29
743	my	t_97-05-28_29
744	time	t_97-05-28_29
745	.	t_97-05-28_29
746	But	t_97-05-28_29
747	Emma	t_97-05-28_29
748	Bonino	t_97-05-28_29
749	was	t_97-05-28_29
750	absolutely	t_97-05-28_29
751	right	t_97-05-28_29
752	in	t_97-05-28_29
753	pinpointing	t_97-05-28_29
754	the	t_97-05-28_29
755	humanitarian	t_97-05-28_29
756	problem	t_97-05-28_29
757	as	t_97-05-28_29
758	a	t_97-05-28_29
759	dramatic	t_97-05-28_29
760	one	t_97-05-28_29
761	.	t_97-05-28_29
762	We	t_97-05-28_29
763	are	t_97-05-28_29
764	not	t_97-05-28_29
765	overstating	t_97-05-28_29
766	it	t_97-05-28_29
767	.	t_97-05-28_29
768	The	t_97-05-28_29
769	numbers	t_97-05-28_29
770	of	t_97-05-28_29
771	refugees	t_97-05-28_29
772	and	t_97-05-28_29
773	displaced	t_97-05-28_29
774	persons	t_97-05-28_29
775	,	t_97-05-28_29
776	be	t_97-05-28_29
777	it	t_97-05-28_29
778	in	t_97-05-28_29
779	Tanzania	t_97-05-28_29
780	,	t_97-05-28_29
781	in	t_97-05-28_29
782	South	t_97-05-28_29
783	Zaire	t_97-05-28_29
784	or	t_97-05-28_29
785	in	t_97-05-28_29
786	neighbouring	t_97-05-28_29
787	countries	t_97-05-28_29
788	is	t_97-05-28_29
789	above	t_97-05-28_29
790	600	t_97-05-28_29
791	,	t_97-05-28_29
792	000	t_97-05-28_29
793	at	t_97-05-28_29
794	least	t_97-05-28_29
795	.	t_97-05-28_29
796	We	t_97-05-28_29
797	are	t_97-05-28_29
798	talking	t_97-05-28_29
799	about	t_97-05-28_29
800	a	t_97-05-28_29
801	number	t_97-05-28_29
802	equivalent	t_97-05-28_29
803	to	t_97-05-28_29
804	the	t_97-05-28_29
805	population	t_97-05-28_29
806	of	t_97-05-28_29
807	Brussels	t_97-05-28_29
808	,	t_97-05-28_29
809	so	t_97-05-28_29
810	it	t_97-05-28_29
811	is	t_97-05-28_29
812	a	t_97-05-28_29
813	dramatic	t_97-05-28_29
814	situation	t_97-05-28_29
815	.	t_97-05-28_29
816	We	t_97-05-28_29
817	were	t_97-05-28_29
818	very	t_97-05-28_29
819	disappointed	t_97-05-28_29
820	when	t_97-05-28_29
821	the	t_97-05-28_29
822	local	t_97-05-28_29
823	military	t_97-05-28_29
824	rulers	t_97-05-28_29
825	did	t_97-05-28_29
826	not	t_97-05-28_29
827	allow	t_97-05-28_29
828	the	t_97-05-28_29
829	United	t_97-05-28_29
830	Nations	t_97-05-28_29
831	Centre	t_97-05-28_29
832	for	t_97-05-28_29
833	Human	t_97-05-28_29
834	Rights	t_97-05-28_29
835	and	t_97-05-28_29
836	other	t_97-05-28_29
837	agencies	t_97-05-28_29
838	to	t_97-05-28_29
839	send	t_97-05-28_29
840	a	t_97-05-28_29
841	fact-finding	t_97-05-28_29
842	mission	t_97-05-28_29
843	on	t_97-05-28_29
844	humanitarian	t_97-05-28_29
845	needs	t_97-05-28_29
846	because	t_97-05-28_29
847	the	t_97-05-28_29
848	conditions	t_97-05-28_29
849	imposed	t_97-05-28_29
850	were	t_97-05-28_29
851	such	t_97-05-28_29
852	that	t_97-05-28_29
853	it	t_97-05-28_29
854	could	t_97-05-28_29
855	not	t_97-05-28_29
856	be	t_97-05-28_29
857	accepted	t_97-05-28_29
858	.	t_97-05-28_29
859	From	t_97-05-28_29
860	the	t_97-05-28_29
861	contacts	t_97-05-28_29
862	we	t_97-05-28_29
863	had	t_97-05-28_29
864	with	t_97-05-28_29
865	our	t_97-05-28_29
866	special	t_97-05-28_29
867	envoy	t_97-05-28_29
868	who	t_97-05-28_29
869	met	t_97-05-28_29
870	the	t_97-05-28_29
871	Foreign	t_97-05-28_29
872	Minister	t_97-05-28_29
873	of	t_97-05-28_29
874	the	t_97-05-28_29
875	Democratic	t_97-05-28_29
876	Republic	t_97-05-28_29
877	of	t_97-05-28_29
878	Congo	t_97-05-28_29
879	yesterday	t_97-05-28_29
880	,	t_97-05-28_29
881	it	t_97-05-28_29
882	would	t_97-05-28_29
883	seem	t_97-05-28_29
884	that	t_97-05-28_29
885	the	t_97-05-28_29
886	difficulties	t_97-05-28_29
887	have	t_97-05-28_29
888	been	t_97-05-28_29
889	overcome	t_97-05-28_29
890	and	t_97-05-28_29
891	we	t_97-05-28_29
892	hope	t_97-05-28_29
893	that	t_97-05-28_29
894	in	t_97-05-28_29
895	the	t_97-05-28_29
896	very	t_97-05-28_29
897	near	t_97-05-28_29
898	future	t_97-05-28_29
899	a	t_97-05-28_29
900	fact-finding	t_97-05-28_29
901	mission	t_97-05-28_29
902	on	t_97-05-28_29
903	the	t_97-05-28_29
904	humanitarian	t_97-05-28_29
905	situation	t_97-05-28_29
906	and	t_97-05-28_29
907	of	t_97-05-28_29
908	the	t_97-05-28_29
909	needs	t_97-05-28_29
910	to	t_97-05-28_29
911	respond	t_97-05-28_29
912	to	t_97-05-28_29
913	quickly	t_97-05-28_29
914	will	t_97-05-28_29
915	be	t_97-05-28_29
916	made	t_97-05-28_29
917	inside	t_97-05-28_29
918	the	t_97-05-28_29
919	Democratic	t_97-05-28_29
920	Republic	t_97-05-28_29
921	Congo	t_97-05-28_29
922	.	t_97-05-28_29
923	Some	t_97-05-28_31
924	programmes	t_97-05-28_31
925	have	t_97-05-28_31
926	continued	t_97-05-28_31
927	,	t_97-05-28_31
928	for	t_97-05-28_31
929	instance	t_97-05-28_31
930	in	t_97-05-28_31
931	humanitarian	t_97-05-28_31
932	assistance	t_97-05-28_31
933	or	t_97-05-28_31
934	in	t_97-05-28_31
935	health	t_97-05-28_31
936	programmes	t_97-05-28_31
937	.	t_97-05-28_31
938	They	t_97-05-28_31
939	have	t_97-05-28_31
940	continued	t_97-05-28_31
941	despite	t_97-05-28_31
942	the	t_97-05-28_31
943	difficulties	t_97-05-28_31
944	throughout	t_97-05-28_31
945	the	t_97-05-28_31
946	former	t_97-05-28_31
947	Zaire	t_97-05-28_31
948	.	t_97-05-28_31
949	Our	t_97-05-28_31
950	intention	t_97-05-28_31
951	now	t_97-05-28_31
952	,	t_97-05-28_31
953	as	t_97-05-28_31
954	I	t_97-05-28_31
955	explained	t_97-05-28_31
956	to	t_97-05-28_31
957	this	t_97-05-28_31
958	House	t_97-05-28_31
959	a	t_97-05-28_31
