id	text	iset	shellnoun	content	content_phrase	comment
112	Eindruck	23475	true	given	154	_
113	Frage	23463	undefined	_		_
114	Recht	23535	false	_		_
115	Eindruck	23487	true	given	153	_
116	Rechts	23416	undefined	_		_
117	Pflicht	23086	true	given	15	_
118	Standpunkt	23198	false	_		_
119	Bedürfnisse	7521	false	_		_
120	Begründung	17828	true	given	160	_
121	Vorstellung	23634	true	given	164	_
122	Aufgaben	23806	false	_		_
123	Recht	23790	true	given	116	_
124	Aufgaben	23724	false	_		_
125	Entscheidungen	23681	false	_		_
126	Recht	23668	true	given	163	_
127	Recht	23614	true	given	165	_
128	Rechte	23618	true	given	166 165	_
129	Recht	23606	true	given	166	_
130	Ziel	23545	true	given	152	_
131	Gründen	18020	true	given	23 22 21 14	_
132	Gründe	18187	false	_		_
133	Erfordernissen	5964	false	_		_
134	Recht	22667	true	given	19	_
135	Sicherheitsvorschriften	17392	false	_		_
136	Entscheidungen	13537	false	_		_
137	Entscheidungen	13540	true	given	131 130	_
138	Entscheidung	13928	true	given	112	_
139	Standpunkt	14008	false	_		_
140	Möglichkeiten	13787	false	_		_
141	Möglichkeiten	22964	true	given	16	_
142	Möglichkeit	22995	true	given	16	_
143	Auffassung	14030	true	given	122	_
144	Vorschlag	22929	false	_		_
145	Antrag	14088	false	_		_
146	Schlussfolgerung	17805	true	given	180	_
147	Schwierigkeiten	22756	false	_		_
148	Willen	22722	false	_		_
149	Frage	22890	false	_		_
150	Frage	22882	false	_		_
151	Vorstellungen	17564	false	_		_
152	Beschäftigungsziele	9285	false	_		inkorporiert?
153	darin	9476	false	_		_
154	Gründen	17339	unclear	undefined		_
155	Glauben	22141	true	given	2	_
156	Bedarf	22770	false	_		_
157	Ziel	7381	true	given	55	_
158	Lage	7622	false	_		_
159	Vorschlag	7404	false	_		_
160	Meinung	7408	false	_		_
161	Lage	7154	true	given	52	_
162	Ziel	7168	true	given	161	_
163	Ziel	7237	true	given	57	_
164	Annahme	7323	false	_		_
165	Lage	7350	false	_		_
166	Vorschlägen	7375	false	_		_
167	Lage	4183	false	_		_
168	Vorschlag	4197	false	_		_
169	Vorschlages	4088	false	_		_
170	Vorschläge	8414	true	given	71 73	_
171	Vorschlag	4309	true	given	76	_
172	Ansicht	8467	true	given	72	_
173	Lage	8324	false	_		_
174	Vorschlag	4249	false	_		_
175	Notwendigkeit	4199	true	given	79	_
176	Möglichkeit	8220	true	given	157	_
177	Möglichkeit	8623	true	given	69	_
178	Vorschlägen	8536	false	_		_
179	Vorschläge	7836	false	_		_
180	Rechte	7843	false	_		_
181	Auffassung	3964	true	given	98 99 31	_
182	Vorschlägen	7853	false	_		_
183	Ansicht	7892	true	given	43	_
184	Recht	3826	false	_		_
185	Vorschläge	7791	true	given	148 158 145	_
186	Feststellung	3801	true	given	60	_
187	Wünsche	8153	false	_		_
188	Standpunkt	4848	false	_		_
189	Standpunkt	4670	false	_		_
190	Ansicht	4768	true	given	30	_
191	Bemühungen	5016	false	_		_
192	Antrag	4389	false	_		_
193	Vorschlag	4350	true	given	76	_
194	Überzeugung	4491	false	_		_
195	Schwierigkeiten	4518	false	_		_
196	Schwierigkeiten	4528	false	_		_
197	Antrag	4542	false	_		_
198	Vorschlag	4552	true	given	80	_
199	Fragen	4563	false	_		_
200	Fragen	6230	false	_		_
201	Bereitschaft	7020	true	given	48	_
202	Möglichkeiten	6858	false	_		_
203	Tatsache	6460	true	given	44	_
204	Ansicht	6594	true	given	45 46	_
205	Lage	6371	false	_		_
206	Frage	5254	true	given	26	_
207	Plan	5274	false	_		_
208	Plan	5323	false	_		_
209	Lage	5992	false	_		_
210	Notwendigkeit	6000	true	given	150	_
211	Plan	6153	false	_		_
212	Ansicht	5555	true	given	28	_
213	Lage	5902	false	_		_
214	Vorschlag	1656	true	external		_
215	darüber	9546	false	_		_
216	Aufgabe	1622	true	given	90	_
217	Meinung	1424	false	_		_
218	Forderung	1288	true	given	95	_
219	Forderung	8834	true	given	74	_
220	Möglichkeit	1231	true	given	85	_
221	Vorschlag	8800	false	_		_
222	daran	9655	false	_		_
223	Vorschläge	8818	false	_		_
224	Ziel	8638	true	given	78	_
225	Fragen	21954	false	_		_
226	Frage	21850	false	_		_
227	Vorschlag	21798	true	external		_
228	Antrag	21678	true	given	124	_
229	Standpunkt	21644	true	given	127	_
230	Auffassung	21641	false	_		_
231	Frage	21603	true	external		_
232	Auffassung	21362	true	given	129	_
233	Verpflichtungen	1989	false	_		_
234	Frage	1905	true	given	134	_
235	Antrag	1831	false	_		_
236	Anträge	1814	false	_		_
237	Auffassung	1893	true	given	111	_
238	Frage	1875	true	given	136	_
239	Ziel	9201	true	given	75	_
240	Standpunkt	1701	false	_		_
241	Vorschläge	9211	false	_		_
242	Antrag	1698	false	_		_
243	Tatsache	9364	true	given	77	_
244	Annahme	1811	false	_		_
245	Fähigkeit	9371	true	given	199	_
246	Antrag	1785	false	_		_
247	Vorschlägen	8951	false	_		_
248	Frage	22020	true	given	4	_
249	Eindruck	22450	true	given	3	_
250	Vorschläge	8902	false	_		_
251	Standpunktes	22334	false	_		_
252	Gelegenheit	21982	true	given	9	_
253	Fragen	21964	false	_		_
254	Meinung	21986	false	_		_
255	Vorstellungen	10766	false	_		_
256	Recht	2210	false	_		_
257	Umständen	2014	false	_		_
258	Auffassung	9490	true	given	62	_
259	Tatsache	2189	true	given	110	_
260	Meinung	9584	false	_		_
261	Umständen	2184	false	_		_
262	Frage	2155	true	given	108	_
263	Ziele	9383	false	_		_
264	Gründe	139	true	external		_
265	Frage	2728	false	_		_
266	Forderungen	2715	true	given	170	_
267	Bereitschaft	2796	false	_		_
268	darum	9709	false	_		_
269	Frage	9684	true	external		_
270	Ziel	9704	false	_		_
271	Entscheidungen	2351	false	_		_
272	Forderung	2259	true	given	118	_
273	Forderungen	2465	false	_		_
274	Forderung	2618	true	given	103	_
275	Frage	9797	false	_		_
276	Lage	9642	false	_		_
277	Möglichkeit	10397	true	given	109	_
278	Möglichkeit	10346	true	given	109	_
279	Ansicht	10288	true	given	107	_
280	Entscheidung	10228	false	_		_
281	Frage	10205	true	given	106	_
282	Versuch	10077	true	given	104	_
283	Forderung	19297	true	given	12	_
284	Bemühungen	10033	false	_		_
285	Gründe	11971	true	given	24 156	_
286	Rechte	19233	false	_		_
287	Entscheidung	10006	false	_		_
288	Entscheidung	9974	false	_		_
289	Forderung	3052	true	given	105	_
290	Recht	2998	false	_		_
291	Recht	3034	false	_		_
292	Problem	9580	true	given	61 32	_
293	Frage	19589	undefined	_		_
294	Eindruck	19442	true	given	1	_
295	Fragen	19558	false	_		_
296	Tatsache	19335	true	given	10	_
297	Auffassung	19404	true	given	8	_
298	Ziel	9830	true	given	101	_
299	Lage	9850	false	_		_
300	Frage	10782	false	_		_
301	Lage	10874	false	_		_
302	Notwendigkeit	3650	true	given	64	_
303	Entscheidung	19825	false	_		_
304	Frage	10679	false	_		_
305	Recht	3099	false	_		_
306	Entscheidung	10610	false	_		_
307	Forderungen	3119	false	_		_
308	Vorschlag	3168	true	given	187 186	_
309	Antrag	10776	false	_		_
310	Mühe	3246	false	_		_
311	Eindruck	3750	true	given	63	_
312	Hoffnung	19980	true	given	176	_
313	Umstände	20107	false	_		_
314	Lage	20223	false	_		_
315	Frage	19836	true	external		_
316	Frage	11219	true	given	83	_
317	Recht	11217	false	_		_
318	Möglichkeiten	20442	false	_		_
319	Fragen	11104	false	_		_
320	Frage	20372	true	given	182	_
321	Fragen	11087	false	_		_
322	Lage	11464	false	_		_
323	Fragen	11443	true	given	68	_
324	Lage	11439	false	_		_
325	Aktivitäten	12474	true	given	97	_
326	darum	12599	false	_		_
327	Rechte	11014	false	_		_
328	Voraussetzung	10999	false	_		_
329	Frage	10953	true	external		_
330	Möglichkeiten	20453	false	_		_
331	Plan	20609	false	_		_
332	Absichten	20465	false	_		_
333	Pflicht	20478	true	given	181	_
334	Vorschläge	20671	false	_		_
335	Recht	20811	false	_		_
336	Frage	11677	true	given	91	_
337	Recht	20815	false	_		_
338	Frage	11646	false	_		_
339	Frage	11718	true	given	162	_
340	Frage	11705	true	given	59	_
341	Aufgabe	12047	true	given	96	_
342	Fragen	11831	true	given	88 89 94	_
343	Hauptziele	9804	true	given	101	_
344	Entscheidung	11532	false	_		_
345	Grundbedürfnisse	12429	true	given	100	_
346	Recht	11643	false	_		_
347	Vorschlag	20826	false	_		_
348	Frage	20974	true	given	206	_
349	Meinung	21057	false	_		_
350	Voraussetzungen	21274	false	_		_
351	Deshalb	2572	false	_		_
352	Köhlerglauben	2280	false	_		_
353	Vorgaben	14472	true	given	123 125	_
354	Eigenbedarf	21410	false	_		_
355	Tatsache	18406	true	given	120	_
356	Schwerpunktfragen	12829	true	given	140	_
357	Frage	18271	true	given	121	inkorporiert?
358	Bedürfnisse	7808	false	_		_
359	Ziele	18256	false	_		_
360	Frage	18112	false	_		_
361	Kommissionsvorschlag	14041	false	_		_
362	Recht	18813	true	given	146	_
363	Tendenz	18885	true	given	82	_
364	Recht	18846	true	given	92	_
365	Vorschlag	18952	false	_		_
366	Rechte	18914	false	_		_
367	Tatsache	18575	true	given	126	_
368	Hinweise	18587	true	given	128	_
369	Recht	18765	true	given	144	_
370	Recht	18781	true	given	184 185	_
371	Vorschlägen	19149	false	_		_
372	Fragen	19129	false	_		_
373	dafür	2751	false	_		_
374	dazu	2797	false	_		_
375	Tat	15066	false	_		_
376	Recht	19047	false	_		_
377	Frage	19089	true	given	17	_
378	Rechte	18976	false	_		_
379	Möglichkeit	18987	true	given	81	_
380	Forderung	19115	true	given	13	_
381	Zusicherung	3209	true	given	172	_
382	Absolutheitsanspruch	3445	true	given	34	inkorporiert
383	Grund	721	true	given	192	_
384	Beschlüsse	2903	false	_		_
385	Konsequenzen	19597	false	_		_
386	Abschluss	19988	false	_		_
387	Ende	19969	false	_		_
388	Schlussfolgerungen	19881	true	external		_
389	Alleinvertretungsanspruch	3437	true	given	27	inkorporiert
390	Denkanstöße	3379	false	_		_
391	Anstrengungen	20076	false	_		_
392	Bedürfnisse	1032	false	_		_
393	Bedürfnissen	970	false	_		_
394	Bedürfnisse	1003	false	_		_
395	Mut	20925	true	given	191	_
396	Bedürfnisse	837	false	_		_
397	Sofortmaßnahmen	889	false	_		_
398	Plan	943	true	given	137	_
399	Schlussfolgerungen	21112	true	given	205 204	_
400	Schlussfolgerungen	21207	false	_		_
401	Frage	32063	true	given	283	_
402	Auffassung	32105	true	given	285	_
403	Meinung	32502	true	given	287	_
404	Frage	32540	false	_		_
405	Vorschlägen	32289	false	_		_
406	Anträge	32308	false	_		_
407	Vorschlägen	31196	false	_		_
408	Bemühungen	31251	false	_		_
409	Forderung	31700	true	given	251	_
410	Fragen	31900	false	_		_
411	Meinung	29171	true	given	254	_
412	Frage	29232	true	given	252	_
413	Frage	29113	false	_		_
414	Auffassung	29136	true	given	284	_
415	Notwendigkeit	39108	true	given	345	_
416	Entscheidung	29405	false	_		_
417	Frage	38751	false	_		_
418	Auffassung	29393	true	given	269	_
419	Frage	38936	true	given	339	_
420	Entscheidung	29384	false	_		_
421	Entscheidung	29336	false	_		_
422	Auffassung	29301	true	given	253	_
423	Meinung	33502	true	given	306	_
424	Verpflichtung	38537	false	_		_
425	Tatsache	33833	true	given	303	_
426	Recht	38284	false	_		_
427	Verpflichtungen	34036	false	_		_
428	Aufgabe	38355	false	_		_
429	Entscheidung	29040	false	_		_
430	Frage	38121	false	_		_
431	Pläne	29015	true	given	288	_
432	Vorschlag	33218	false	_		_
433	Recht	38185	true	given	344	_
434	Vorschlags	33243	false	_		_
435	Entscheidung	38206	false	_		_
436	Entscheidung	29054	true	given	282	_
437	Annahme	38219	false	_		_
438	Ansichten	28983	false	_		_
439	Pflicht	32732	false	_		_
440	Verpflichtungen	33394	false	_		_
441	Möglichkeit	33481	true	given	276	_
442	Entscheidung	37746	true	given	330	_
443	Schwierigkeiten	29546	false	_		_
444	Frage	25894	false	_		_
445	Willens	26888	false	_		_
446	Aufgabe	26483	true	given	329 336	_
447	Rechte	26618	false	_		_
448	Fragen	26460	true	given	335 338 337	_
449	Entscheidungen	29689	true	given	211 210	_
450	Fragen	26157	false	_		_
451	Tendenzen	26051	false	_		_
452	Lage	29759	false	_		_
453	Recht	26121	false	_		_
454	Auffassung	29732	true	given	214	_
455	Voraussetzung	29738	true	given	212	_
456	Tatsache	30263	true	given	239	_
457	Tatsache	29916	true	given	237	_
458	Gelegenheit	30047	true	given	238	_
459	Voraussetzung	25551	false	_		_
460	Fragen	25519	undefined	_		_
461	Frage	25774	false	_		_
462	Frage	25800	true	given	224	_
463	Frage	25873	true	given	224	_
464	Ziel	25593	true	given	220	_
465	Frage	25722	true	given	225	_
466	Umständen	29428	false	_		_
467	Möglichkeit	29500	true	given	265 266	_
468	Möglichkeit	29516	true	given	265 266	_
469	Bemühungen	25559	false	_		_
470	Entscheidung	29526	false	_		_
471	Frage	24694	false	_		_
472	Frage	24663	false	_		_
473	Entscheidungen	24572	false	_		_
474	Gelegenheit	30653	true	given	263	_
475	Verpflichtung	30750	true	given	260	_
476	Hoffnungen	24824	false	_		_
477	Auffassung	24934	false	_		_
478	Rechte	25469	false	_		_
479	Willen	25300	true	given	221	_
480	Voraussetzungen	25353	false	_		_
481	Wunsch	31129	true	given	267	_
482	Pflichten	31019	false	_		_
483	Fragen	30835	false	_		_
484	Pflichten	30956	false	_		_
485	Tatsache	30321	true	given	241	_
486	Fragen	24389	false	_		_
487	Frage	24410	false	_		_
488	Entscheidung	30476	true	given	236	_
489	recht	30408	false	_		_
490	Ansicht	30441	true	given	231	_
491	Frage	27314	false	_		_
492	Möglichkeit	27217	true	given	309	_
493	Möglichkeit	40909	true	given	281	_
494	Gelegenheit	27206	true	given	311	_
495	Auffassung	27137	true	given	314	_
496	recht	41000	false	_		_
497	Grund	40781	true	given	213	_
498	Ziele	41057	false	_		_
499	davon	29619	false	_		_
500	recht	40995	false	_		_
501	Umständen	34101	false	_		_
502	Entscheidung	34248	false	_		_
503	Antrag	27039	true	given	312	_
504	Vorschlag	34073	false	_		_
505	Umständen	34082	false	_		_
506	Schritt	45393	true	given	217	_
507	Verfahrensvorschlag	40609	true	given	208	_
508	Gründe	25680	true	given	225	_
509	Vernunft	36257	false	_		_
510	Beschluß	36299	false	_		_
511	Voraussetzung	40894	true	given	280	_
512	Antrag	41282	false	_		_
513	Willen	27537	false	_		_
514	Vorschläge	41295	false	_		_
515	Meinung	27529	false	_		_
516	Hinweis	41423	false	_		_
517	Antrag	27765	true	given	297	_
518	Meinung	41471	true	given	271	_
519	Frage	27731	true	external		_
520	Antrag	41580	false	_		_
521	Aufgabe	27400	false	_		_
522	Gelegenheit	27367	true	given	323	_
523	Entscheidung	34362	false	_		_
524	Vorschlag	27492	true	given	320	_
525	Anträge	34409	false	_		_
526	Schwierigkeiten	27469	false	_		_
527	Hoffnung	34452	false	_		_
528	Entscheidung	34259	false	_		_
529	Umständen	34257	false	_		_
530	Vorschlags	34265	false	_		_
531	Lage	41104	false	_		_
532	Zielen	41096	false	_		_
533	Ziels	27912	true	given	294	_
534	Gefahr	40383	true	given	321	_
535	Entscheidung	27891	true	given	293	_
536	Frage	40399	true	given	322	_
537	Ziel	27881	true	given	298	_
538	Möglichkeiten	40353	true	given	292	_
539	Recht	27869	false	_		_
540	Hinweis	40372	false	_		_
541	Frage	40340	undefined	_		_
542	Entscheidungen	28017	false	_		_
543	Entscheidung	27797	false	_		_
544	Umständen	35065	false	_		_
545	Gründen	46952	true	given	256 257	_
546	recht	35038	false	_		_
547	Frage	35352	false	_		_
548	Frage	35346	false	_		_
549	Ideen	34961	false	_		_
550	Frage	34624	false	_		_
551	Zweifel	37195	false	_		_
552	Versuch	34594	false	_		_
553	recht	39980	false	_		_
554	Hauptgründe	37113	true	given	235	_
555	Feststellung	39969	true	given	302	_
556	Investitionsmöglichkeiten	37105	false	_		_
557	Frage	39922	true	given	301	_
558	Ansicht	39919	false	_		_
559	Frage	28435	false	_		_
560	Entscheidung	40713	false	_		_
561	Fragen	28379	false	_		_
562	Frage	40728	false	_		_
563	Antrag	40830	true	given	209	_
564	Auftrag	28532	false	_		_
565	Ansicht	40694	false	_		_
566	Meinung	35582	false	_		_
567	Meinung	35708	false	_		_
568	Schiedssprüchen	46102	false	_		_
569	Fragen	28034	false	_		_
570	Entscheidung	35712	false	_		_
571	recht	35773	false	_		_
572	Fragen	28160	false	_		_
573	Vorschlags	35918	false	_		_
574	Fragen	28053	false	_		_
575	Frage	28261	false	_		_
576	Recht	36008	false	_		_
577	recht	35553	false	_		_
578	Grund	36731	true	given	244	_
579	Gelegenheiten	35568	false	_		_
580	Frage	40490	true	given	318	_
581	Anlaß	36612	true	given	245	_
582	Bedarf	30288	true	given		_
583	Meinung	40595	false	_		_
584	Umstand	40579	true	given	319	_
585	Entscheidung	28699	false	_		_
586	Entscheidung	28708	false	_		_
587	Überzeugung	36327	false	_		_
588	Lage	47192	undefined	_		_
589	Frage	36284	false	_		_
590	Lage	43216	false	_		_
591	Gedanken	47078	false	_		_
592	Möglichkeit	36199	true	given	222	_
593	Ansicht	43109	true	given	315	_
594	Gelegenheit	47058	true	given	261	_
595	Frage	36173	false	_		_
596	Schwierigkeiten	43081	false	_		_
597	Möglichkeit	47025	true	given	262	_
598	Forderungen	42987	false	_		_
599	Tatsache	43614	true	given	307	_
600	Willen	43543	false	_		_
601	Gelegenheit	43489	false	_		_
602	Arbeit	42760	false	_		_
603	Forderung	43328	true	given	313	_
604	Versagen	31535	false	_		_
605	Deshalb	31306	false	_		_
606	Meinungen	28758	false	_		_
607	Fragen	28782	false	_		_
608	Mut	31964	true	given	278	_
609	Beschluß	31657	false	_		_
610	Schlußfolgerungen	29305	false	_		_
611	Lage	47747	undefined	_		_
612	Vorschlägen	47866	undefined	_		_
613	Recht	47693	undefined	_		_
614	Recht	47709	undefined	_		_
615	Gelegenheit	47506	undefined	_		_
616	Recht	47652	undefined	_		_
617	Recht	36030	true	given	291	_
618	Standpunkt	47274	undefined	_		_
619	Absichten	28924	true	given	277	_
620	Pläne	28960	true	given	273	_
621	Rechte	43744	false	_		_
622	Ansicht	43864	false	_		_
623	Entscheidung	36946	false	_		_
624	Ziele	47946	undefined	_		_
625	Hoffnung	43811	false	_		_
626	recht	28859	false	_		_
627	Frage	36994	false	_		_
628	Lage	43911	false	_		_
629	Tatsache	28885	true	given	275	_
630	Frage	36949	false	_		_
631	Plan	44175	true	given	290	_
632	Grund	47052	true	given	257	_
633	Meinung	44024	true	given	308	_
634	Rechte	44222	false	_		_
635	Umständen	44210	false	_		_
636	Schwierigkeiten	36846	false	_		_
637	Argumentation	41807	true	given	259	_
638	Rechte	44309	false	_		_
639	Einigung	29481	false	_		_
640	Tatsache	48006	undefined	_		_
641	Hinweise	48011	undefined	_		_
642	Tatsache	48181	undefined	_		_
643	Wille	41657	false	_		_
644	Garantie	41108	false	_		_
645	Ursache	41298	false	_		_
646	Ziel	48485	undefined	_		_
647	Erfordernis	41288	false	_		_
648	Ziele	37269	false	_		_
649	Aufgaben	37267	false	_		_
650	Frage	42349	false	_		_
651	Schwierigkeiten	42303	true	given	247 249	_
652	Recht	42298	false	_		_
653	Frage	42262	true	given	248	_
654	Bemühungen	42162	false	_		_
655	Fakten	28588	false	_		_
656	Bemühungen	37171	false	_		_
657	Fragen	41904	false	_		_
658	Spekulation	28583	false	_		_
659	Bemühungen	37123	false	_		_
660	Hinweis	41814	true	given	258	_
661	Fakten	28559	false	_		_
662	Auffassungen	41773	false	_		_
663	Argumente	28848	false	_		_
664	Ansicht	48584	undefined	_		_
665	Ansicht	41588	true	given	255	_
666	Fakten	28732	false	_		_
667	Ansichten	48614	undefined	_		_
668	Recht	48893	undefined	_		_
669	Bemühungen	48769	undefined	_		_
670	Aufgabe	48874	undefined	_		_
671	Möglichkeit	37538	true	given	334	_
672	Vorschlags	42435	false	_		_
673	Möglichkeiten	37511	false	_		_
674	Voraussetzung	37598	true	given	327	_
675	Forderungen	37544	false	_		_
676	Forderung	42954	true	given	316	_
677	Rechte	42792	false	_		_
678	Deswegen	41045	false	_		_
679	Pflicht	42957	true	given	316	_
680	Erwägungen	32045	false	_		_
681	Wille	37337	true	given	332	_
682	Chance	37324	true	given	331	_
683	Rechte	42677	false	_		_
684	Möglichkeiten	37502	true	given	328 334	_
685	Lage	37455	false	_		_
686	Einverständnis	25060	false	_		_
687	Forderung	44411	true	given	299	_
688	Hinweis	44780	true	given	346 349	_
689	Befürchtung	44434	true	given	300	_
690	Zweifel	35914	false	_		_
691	Gelegenheit	45541	false	_		_
692	Entscheidungen	45500	false	_		_
693	Einladung	35299	false	_		_
694	Spekulationen	28551	false	_		_
695	Spekulation	28547	false	_		_
696	Anschluß	34015	false	_		_
697	Wünschen	28523	false	_		_
698	Gründen	39713	false	_		_
699	Erfordernissen	33627	false	_		_
700	Recht	45098	true	given	347	_
701	Voraussetzung	45122	false	_		_
702	Argument	44053	true	given	308	_
703	Recht	44824	false	_		_
704	Recht	44939	true	given	348	_
705	Ziel	46429	true	given	243 242	_
706	Grund	27326	false	_		_
707	Frage	45573	true	given	215	_
708	Recht	45583	false	_		_
709	Hinweisen	45641	false	_		_
710	Umständen	45855	false	_		_
711	Gefahr	46262	true	given	240	_
712	Vorschlag	46955	true	external		_
713	Tatsache	46705	true	given	232	_
714	Frage	46898	false	_		_
715	Idee	46567	true	given	229	_
716	Lage	46691	false	_		_
717	Seiten	42587	false	_		_
718	Anstrengungen	37643	true	given	326	_
719	Hoffnung	39389	true	given	340	_
720	Hoffnung	39425	false	_		_
721	Hoffnung	39434	true	given	341	_
722	Zielsetzungen	37290	true	given	333	_
723	Möglichkeiten	39633	false	_		_
724	Rechte	39836	false	_		_
725	Meinung	39729	true	given	304	_
726	Möglichkeit	39684	true	given	342	_
727	Ansätze	39256	false	_		_
728	Ausdruck	38921	false	_		_
729	Bestrebungen	38394	false	_		_
730	Zweifel	69962	false	_		_
731	Vorstellungen	69652	false	_		_
732	deshalb	69588	false	_		_
733	Gründen	69580	true	given	372	_
734	Ziel	53058	true	given	376	_
735	Chancen	53206	false	_		_
736	Eindruck	53273	true	given	377	_
737	Frage	53325	undefined	_		_
738	Frage	52626	false	_		_
739	Frage	52705	true	given	386 385	_
740	Wunsch	52738	true	given	387	_
741	Frage	52788	false	_		_
742	Vorschläge	52820	false	_		_
743	Auffassung	52920	false	_		_
744	Forderung	50674	true	given	404	_
745	Rechts	60303	false	_		_
746	Recht	50652	true	given	403	_
747	Fragen	54195	true	given	510 511 512 513	_
748	Ansicht	60476	false	_		_
749	Möglichkeit	50576	true	given	402	_
750	Überzeugung	60086	true	given	459	_
751	Verpflichtung	50449	true	given	401	_
752	Möglichkeit	54174	false	_		_
753	Lage	60150	false	_		_
754	Ziele	50444	false	_		_
755	Verpflichtung	50385	true	given	401	_
756	Ziele	50354	false	_		_
757	Rechte	59953	false	_		_
758	Lage	59990	false	_		_
759	Verdacht	54665	false	_		_
760	Vorschlag	60055	false	_		_
761	Fragen	54459	true	given	514 515	_
762	Lage	54512	false	_		_
763	Frage	50254	false	_		_
764	Absicht	53473	true	given	496	_
765	Ziel	50228	false	_		_
766	Vorschlag	53558	false	_		_
767	Bemühungen	59686	unclear	given	462	_
768	Forderung	53660	true	given	497	_
769	Recht	59845	false	_		_
770	Schwierigkeiten	59924	false	_		_
771	Frage	50210	false	_		_
772	Gelegenheit	53342	false	_		_
773	Fragen	50084	false	_		_
774	Versuch	53452	true	given	375	_
775	Möglichkeit	59150	true	given	479	_
776	Recht	53905	false	_		_
777	Annahme	59227	false	_		_
778	Recht	53937	true	given	498	_
779	Antrag	59349	false	_		_
780	Pflicht	53942	true	given	498	_
781	Möglichkeit	59442	true	given	469	_
