id	text	lemma	sent	source	pos	mother	rel
59	der	der	3	t_97-05-28_5	ART	60	nk
60	Woche	Woche	3	t_97-05-28_5	NN	58	ag
61	bekanntgegeben	bekanntgeben	3	t_97-05-28_5	VVPP	62	oc
62	werden	werden	3	t_97-05-28_5	VAFIN	55	oc
63	.	.	3	t_97-05-28_5	$.	43	punct
64	Ich	Ich	4	t_97-05-28_5	PPER	65	sb
65	fordere	fordern	4	t_97-05-28_5	VVFIN	65	ROOT
66	den	der	4	t_97-05-28_5	ART	67	nk
67	Herrn	Herrn	4	t_97-05-28_5	NN	65	oa
68	Kommissar	Kommissar	4	t_97-05-28_5	NN	67	nk
69	auf	auf	4	t_97-05-28_5	PTKVZ	65	svp
70	,	,	4	t_97-05-28_5	$,	65	punct
71	uns	sich	4	t_97-05-28_5	PPER	73	oa
72	zu	zu	4	t_97-05-28_5	PTKZU	73	pm
73	erklären	erklären	4	t_97-05-28_5	VVINF	65	oc
74	,	,	4	t_97-05-28_5	$,	73	punct
75	was	wer	4	t_97-05-28_5	PWS	78	sb
76	hier	hier	4	t_97-05-28_5	ADV	78	mo
77	eigentlich	eigentlich	4	t_97-05-28_5	ADV	78	mo
78	geschieht	geschehen	4	t_97-05-28_5	VVFIN	73	oc
79	.	.	4	t_97-05-28_5	$.	65	punct
80	Wir	Wir	5	t_97-05-28_5	PPER	81	sb
81	haben	haben	5	t_97-05-28_5	VAFIN	81	ROOT
82	nichts	nichts	5	t_97-05-28_5	PIS	83	oa
83	gehört	hören	5	t_97-05-28_5	VVPP	81	oc
84	.	.	5	t_97-05-28_5	$.	81	punct
85	Offensichtlich	Offensichtlich	6	t_97-05-28_5	ADJD	86	mo
86	gelingt	gelingen	6	t_97-05-28_5	VVFIN	86	ROOT
87	es	ich	6	t_97-05-28_5	PPER	86	sb
88	einigen	einig	6	t_97-05-28_5	PIAT	89	nk
89	Ausschüssen	Ausschuß	6	t_97-05-28_5	NN	86	da
90	dieses	dies	6	t_97-05-28_5	PDAT	91	nk
91	Hauses	Haus	6	t_97-05-28_5	NN	89	ag
92	,	,	6	t_97-05-28_5	$,	86	punct
93	Themen	Thema	6	t_97-05-28_5	NN	101	oa
94	unter	unter	6	t_97-05-28_5	APPR	101	mo
95	diesem	dies	6	t_97-05-28_5	PDAT	96	nk
96	Punkt	Punkt	6	t_97-05-28_5	NN	94	nk
97	auf	auf	6	t_97-05-28_5	APPR	101	mo
98	die	der	6	t_97-05-28_5	ART	99	nk
99	Tagesordnung	Tagesordnung	6	t_97-05-28_5	NN	97	nk
100	zu	zu	6	t_97-05-28_5	PTKZU	101	pm
101	setzen	setzen	6	t_97-05-28_5	VVINF	87	re
102	,	,	6	t_97-05-28_5	$,	101	punct
103	was	wer	6	t_97-05-28_5	PRELS	105	sb
104	dazu	dazu	6	t_97-05-28_5	PROAV	105	mo
105	führt	führen	6	t_97-05-28_5	VVFIN	93	rc
106	,	,	6	t_97-05-28_5	$,	105	punct
107	daß	daß	6	t_97-05-28_5	KOUS	114	cp
108	einfache	einfach	6	t_97-05-28_5	ADJA	109	nk
109	Abgeordnete	Abgeordnete	6	t_97-05-28_5	NN	114	sb
110	keine	kein	6	t_97-05-28_5	PIAT	112	nk
111	anderen	ander	6	t_97-05-28_5	ADJA	112	nk
112	Themen	Thema	6	t_97-05-28_5	NN	113	oa
113	anschneiden	anschneiden	6	t_97-05-28_5	VVINF	114	oc
114	können	können	6	t_97-05-28_5	VMINF	104	re
115	.	.	6	t_97-05-28_5	$.	86	punct
116	Herr	Herr	7	t_97-05-28_15	NN	116	ROOT
117	Präsident	Präsident	7	t_97-05-28_15	NN	116	nk
118	,	,	7	t_97-05-28_15	$,	116	punct
119	Sie	Sie	7	t_97-05-28_15	PPER	120	sb
120	gehen	gehen	7	t_97-05-28_15	VVFIN	116	cj
121	zu	zu	7	t_97-05-28_15	APPR	120	mo
122	Recht	Recht	7	t_97-05-28_15	NN	121	nk
123	davon	davon	7	t_97-05-28_15	PROAV	120	mo
124	aus	aus	7	t_97-05-28_15	PTKVZ	120	svp
125	,	,	7	t_97-05-28_15	$,	120	punct
126	daß	daß	7	t_97-05-28_15	KOUS	136	cp
127	ich	ich	7	t_97-05-28_15	PPER	136	sb
128	mich	sich	7	t_97-05-28_15	PRF	135	oa
129	gegen	gegen	7	t_97-05-28_15	APPR	135	op
130	den	der	7	t_97-05-28_15	ART	131	nk
131	Vorschlag	Vorschlag	7	t_97-05-28_15	NN	129	nk
132	von	von	7	t_97-05-28_15	APPR	131	pg
133	Frau	Frau	7	t_97-05-28_15	NN	132	nk
134	Oomen-Ruijten	Oomen-Ruijten	7	t_97-05-28_15	NE	133	nk
135	äußern	äußern	7	t_97-05-28_15	VVINF	136	oc
136	werde	werden	7	t_97-05-28_15	VAFIN	121	re
137	.	.	7	t_97-05-28_15	$.	116	punct
138	Ihre	Ihre	8	t_97-05-28_15	PPOSAT	139	nk
139	Gründe	gründen	8	t_97-05-28_15	NN	140	sb
140	sind	sein	8	t_97-05-28_15	VAFIN	140	ROOT
141	ziemlich	ziemlich	8	t_97-05-28_15	ADV	142	mo
142	fadenscheinig	fadenscheinig	8	t_97-05-28_15	ADJD	140	pd
143	.	.	8	t_97-05-28_15	$.	140	punct
144	Dieser	Dieser	9	t_97-05-28_15	PDAT	145	nk
145	Gegenstand	Gegenstand	9	t_97-05-28_15	NN	146	sb
146	steht	stehen	9	t_97-05-28_15	VVFIN	146	ROOT
147	bereits	bereits	9	t_97-05-28_15	ADV	148	mo
148	seit	seit	9	t_97-05-28_15	APPR	146	mo
149	einiger	einig	9	t_97-05-28_15	PIAT	150	nk
150	Zeit	Zeit	9	t_97-05-28_15	NN	148	nk
151	auf	auf	9	t_97-05-28_15	APPR	146	mo
152	der	der	9	t_97-05-28_15	ART	153	nk
153	Tagesordnung	Tagesordnung	9	t_97-05-28_15	NN	151	nk
154	.	.	9	t_97-05-28_15	$.	146	punct
155	Ich	Ich	10	t_97-05-28_15	PPER	156	sb
156	habe	habe	10	t_97-05-28_15	VAFIN	156	ROOT
157	im	im	10	t_97-05-28_15	APPRART	163	mo
158	Ausschuß	Ausschuß	10	t_97-05-28_15	NN	157	nk
159	eine	einen	10	t_97-05-28_15	ART	162	nk
160	recht	recht	10	t_97-05-28_15	ADV	161	mo
161	beachtliche	beachtlich	10	t_97-05-28_15	ADJA	162	nk
162	Mehrheit	Mehrheit	10	t_97-05-28_15	NN	163	oa
163	erhalten	erhalten	10	t_97-05-28_15	VVINF	156	oc
164	.	.	10	t_97-05-28_15	$.	156	punct
165	Es	Es	11	t_97-05-28_15	PPER	166	ep
166	gab	geben	11	t_97-05-28_15	VVFIN	166	ROOT
167	damals	damals	11	t_97-05-28_15	ADV	166	mo
168	keine	kein	11	t_97-05-28_15	PIAT	169	nk
169	Probleme	Problem	11	t_97-05-28_15	NN	166	oa
170	.	.	11	t_97-05-28_15	$.	166	punct
171	Wir	Wir	12	t_97-05-28_15	PPER	172	sb
172	haben	haben	12	t_97-05-28_15	VAFIN	172	ROOT
173	festgestellt	feststellen	12	t_97-05-28_15	VVPP	172	oc
174	,	,	12	t_97-05-28_15	$,	173	punct
175	daß	daß	12	t_97-05-28_15	KOUS	183	cp
176	es	ich	12	t_97-05-28_15	PPER	183	ep
177	heute	heute	12	t_97-05-28_15	ADV	183	mo
178	um	um	12	t_97-05-28_15	APPR	183	mo
179	12.30	12.30	12	t_97-05-28_15	CARD	180	nk
180	Uhr	Uhr	12	t_97-05-28_15	NN	178	nk
181	ein	einen	12	t_97-05-28_15	ART	182	nk
182	Problem	Problem	12	t_97-05-28_15	NN	183	oa
183	gab	geben	12	t_97-05-28_15	VVFIN	173	oc
184	.	.	12	t_97-05-28_15	$.	172	punct
185	Das	Das	13	t_97-05-28_15	PDS	186	sb
186	ist	sein	13	t_97-05-28_15	VAFIN	186	ROOT
187	nicht	nicht	13	t_97-05-28_15	PTKNEG	189	ng
188	die	der	13	t_97-05-28_15	ART	189	nk
189	Art	Art	13	t_97-05-28_15	NN	186	pd
190	,	,	13	t_97-05-28_15	$,	189	punct
191	wie	wie	13	t_97-05-28_15	KOKOM	196	mo
192	dieses	dies	13	t_97-05-28_15	PDAT	193	nk
193	Haus	hausen	13	t_97-05-28_15	NN	197	sb
194	seine	mein	13	t_97-05-28_15	PPOSAT	195	nk
195	Geschäfte	Geschäft	13	t_97-05-28_15	NN	196	oa
196	führen	fahren	13	t_97-05-28_15	VVINF	197	oc
197	sollte	sollen	13	t_97-05-28_15	VMFIN	189	mnr
198	.	.	13	t_97-05-28_15	$.	186	punct
199	(	(	14	t_97-05-28_15	$(	200	punct
200	Beifall	Beifall	14	t_97-05-28_15	NN	200	ROOT
201	von	von	14	t_97-05-28_15	APPR	200	pg
202	der	der	14	t_97-05-28_15	ART	203	nk
203	PSE-Fraktion	PSE-Fraktion	14	t_97-05-28_15	NN	201	nk
204	.	.	14	t_97-05-28_15	$.	200	punct
205	)	)	14	t_97-05-28_15	$(	200	punct
206	Die	Die	15	t_97-05-28_15	ART	207	nk
207	Probleme	Problem	15	t_97-05-28_15	NN	218	sb
208	und	und	15	t_97-05-28_15	KON	207	cd
209	sensiblen	sensibel	15	t_97-05-28_15	ADJA	210	nk
210	Bereiche	Bereich	15	t_97-05-28_15	NN	208	cj
211	,	,	15	t_97-05-28_15	$,	207	punct
212	von	von	15	t_97-05-28_15	APPR	216	op
213	denen	der	15	t_97-05-28_15	PRELS	212	nk
214	Frau	Frau	15	t_97-05-28_15	NN	216	sb
215	Oomen-Ruijten	Oomen-Ruijten	15	t_97-05-28_15	NE	214	nk
216	spricht	sprechen	15	t_97-05-28_15	VVFIN	207	rc
217	,	,	15	t_97-05-28_15	$,	218	punct
218	werden	werden	15	t_97-05-28_15	VAFIN	218	ROOT
219	auch	auch	15	t_97-05-28_15	ADV	223	mo
220	noch	noch	15	t_97-05-28_15	ADV	223	mo
221	im	im	15	t_97-05-28_15	APPRART	223	mo
222	Juni	Juni	15	t_97-05-28_15	NN	221	nk
223	bestehen	bestehen	15	t_97-05-28_15	VVFIN	218	oc
224	.	.	15	t_97-05-28_15	$.	218	punct
225	Ich	Ich	16	t_97-05-28_15	PPER	226	sb
226	würde	werden	16	t_97-05-28_15	VAFIN	226	ROOT
227	vorschlagen	vorschlagen	16	t_97-05-28_15	VVINF	226	oc
228	,	,	16	t_97-05-28_15	$,	227	punct
229	daß	daß	16	t_97-05-28_15	KOUS	234	cp
230	wir	ich	16	t_97-05-28_15	PPER	234	sb
231	unsere	mein	16	t_97-05-28_15	PPOSAT	232	nk
232	Tagesordnung	Tagesordnung	16	t_97-05-28_15	NN	234	oa
233	so	so	16	t_97-05-28_15	ADV	234	mo
234	belassen	belassen	16	t_97-05-28_15	VVINF	227	oc
235	.	.	16	t_97-05-28_15	$.	226	punct
236	Wenn	Wenn	17	t_97-05-28_15	KOUS	244	cp
237	es	ich	17	t_97-05-28_15	PPER	244	ep
238	in	in	17	t_97-05-28_15	APPR	244	mo
239	diesem	dies	17	t_97-05-28_15	PDAT	240	nk
240	Bericht	Bericht	17	t_97-05-28_15	NN	238	nk
241	irgendwelche	irgendwelche	17	t_97-05-28_15	PIAT	242	nk
242	Punkte	punkten	17	t_97-05-28_15	NN	243	oa
243	geben	geben	17	t_97-05-28_15	VVINF	244	oc
244	sollte	sollen	17	t_97-05-28_15	VMFIN	252	re
245	,	,	17	t_97-05-28_15	$,	244	punct
246	mit	mit	17	t_97-05-28_15	APPR	250	mo
247	denen	der	17	t_97-05-28_15	PRELS	246	nk
248	sie	ich	17	t_97-05-28_15	PPER	250	sb
249	nicht	nicht	17	t_97-05-28_15	PTKNEG	250	ng
250	übereinstimmt	übereinstimmen	17	t_97-05-28_15	VVFIN	244	rc
251	,	,	17	t_97-05-28_15	$,	252	punct
252	dann	dann	17	t_97-05-28_15	ADV	253	mo
253	kann	können	17	t_97-05-28_15	VMFIN	253	ROOT
254	ihre	mein	17	t_97-05-28_15	PPOSAT	255	nk
255	Fraktion	Fraktion	17	t_97-05-28_15	NN	253	sb
256	dagegen	dagegen	17	t_97-05-28_15	PROAV	257	mo
257	stimmen	stimmen	17	t_97-05-28_15	VVINF	253	oc
258	,	,	17	t_97-05-28_15	$,	253	punct
259	und	und	17	t_97-05-28_15	KON	253	cd
260	damit	damit	17	t_97-05-28_15	PROAV	265	mo
261	wird	werden	17	t_97-05-28_15	VAFIN	259	cj
262	dieses	dies	17	t_97-05-28_15	PDAT	263	nk
263	Problem	Problem	17	t_97-05-28_15	NN	261	sb
264	gelöst	lösen	17	t_97-05-28_15	VVPP	265	oc
265	sein	mein	17	t_97-05-28_15	VAINF	261	oc
266	.	.	17	t_97-05-28_15	$.	253	punct
267	(	(	18	t_97-05-28_15	$(	268	punct
268	Beifall	Beifall	18	t_97-05-28_15	NN	268	ROOT
269	von	von	18	t_97-05-28_15	APPR	268	pg
270	der	der	18	t_97-05-28_15	ART	271	nk
271	PSE-Fraktion	PSE-Fraktion	18	t_97-05-28_15	NN	269	nk
272	.	.	18	t_97-05-28_15	$.	268	punct
273	)	)	18	t_97-05-28_15	$(	268	punct
274	Welche	Welche	19	t_97-05-28_22	PWAT	275	nk
275	Schritte	Schritt	19	t_97-05-28_22	NN	280	oa
276	hat	haben	19	t_97-05-28_22	VAFIN	276	ROOT
277	der	der	19	t_97-05-28_22	ART	278	nk
278	Herr	Herr	19	t_97-05-28_22	NN	276	sb
279	Kommissar	Kommissar	19	t_97-05-28_22	NN	278	nk
280	unternommen	unternehmen	19	t_97-05-28_22	VVPP	276	oc
281	,	,	19	t_97-05-28_22	$,	280	punct
282	um	um	19	t_97-05-28_22	KOUI	291	cp
283	die	der	19	t_97-05-28_22	ART	284	nk
284	Guthaben	Guthaben	19	t_97-05-28_22	NN	291	oa
285	von	von	19	t_97-05-28_22	APPR	284	pg
286	Herrn	Herrn	19	t_97-05-28_22	NN	285	nk
287	Mobutu	Mobutu	19	t_97-05-28_22	NE	286	nk
288	in	in	19	t_97-05-28_22	APPR	291	mo
289	den	der	19	t_97-05-28_22	ART	290	nk
290	Mitgliedstaaten	Mitgliedstaaten	19	t_97-05-28_22	NN	288	nk
291	einzufrieren	einfrieren	19	t_97-05-28_22	VVINF	280	mo
292	?	?	19	t_97-05-28_22	$.	276	punct
293	Wird	Wird	20	t_97-05-28_22	VAFIN	293	ROOT
294	die	der	20	t_97-05-28_22	ART	295	nk
295	Kommission	Kommission	20	t_97-05-28_22	NN	293	sb
296	rechtliche	rechtliche	20	t_97-05-28_22	ADJA	297	nk
297	Schritte	Schritt	20	t_97-05-28_22	NN	301	oa
298	in	in	20	t_97-05-28_22	APPR	297	mnr
299	diesen	dies	20	t_97-05-28_22	PDAT	300	nk
300	Mitgliedstaaten	Mitgliedstaaten	20	t_97-05-28_22	NN	298	nk
301	ergreifen	ergreifen	20	t_97-05-28_22	VVINF	293	oc
302	,	,	20	t_97-05-28_22	$,	301	punct
303	um	um	20	t_97-05-28_22	KOUI	310	cp
304	die	der	20	t_97-05-28_22	ART	309	nk
305	aus	aus	20	t_97-05-28_22	APPR	308	mo
306	diesem	dies	20	t_97-05-28_22	PDAT	307	nk
307	Land	Land	20	t_97-05-28_22	NN	305	nk
308	veruntreuten	veruntreuen	20	t_97-05-28_22	ADJA	309	nk
309	Guthaben	Guthaben	20	t_97-05-28_22	NN	310	oa
310	wiederzuerlangen	wiedererlangen	20	t_97-05-28_22	VVINF	301	mo
311	,	,	20	t_97-05-28_22	$,	310	punct
312	so	so	20	t_97-05-28_22	ADV	325	mo
313	daß	daß	20	t_97-05-28_22	KOUS	325	cp
314	sie	ich	20	t_97-05-28_22	PPER	325	sb
315	für	für	20	t_97-05-28_22	APPR	323	mo
316	den	der	20	t_97-05-28_22	ART	317	nk
317	Wiederaufbau	Wiederaufbau	20	t_97-05-28_22	NN	315	nk
318	der	der	20	t_97-05-28_22	ART	321	nk
319	neuen	neu	20	t_97-05-28_22	ADJA	321	nk
320	Demokratischen	Demokratische	20	t_97-05-28_22	ADJA	321	nk
321	Republik	Republik	20	t_97-05-28_22	NN	317	ag
322	Kongo	Kongo	20	t_97-05-28_22	NE	321	nk
323	eingesetzt	einsetzen	20	t_97-05-28_22	VVPP	324	oc
324	werden	werden	20	t_97-05-28_22	VAINF	325	oc
325	können	können	20	t_97-05-28_22	VMFIN	293	mo
326	?	?	20	t_97-05-28_22	$.	293	punct
327	Ich	Ich	21	t_97-05-28_22	PPER	328	sb
328	fordere	fordern	21	t_97-05-28_22	VVFIN	328	ROOT
329	die	der	21	t_97-05-28_22	ART	330	nk
330	Kommission	Kommission	21	t_97-05-28_22	NN	328	oa
331	auch	auch	21	t_97-05-28_22	ADV	328	mo
332	auf	auf	21	t_97-05-28_22	PTKVZ	328	svp
333	,	,	21	t_97-05-28_22	$,	328	punct
334	zur	zur	21	t_97-05-28_22	APPRART	336	cvc
335	Kenntnis	Kenntnis	21	t_97-05-28_22	NN	334	nk
336	zunehmen	zunehmen	21	t_97-05-28_22	VVINF	328	oc
337	,	,	21	t_97-05-28_22	$,	336	punct
338	daß	daß	21	t_97-05-28_22	KOUS	351	cp
339	die	der	21	t_97-05-28_22	ART	340	nk
340	Bürger	bürgern	21	t_97-05-28_22	NN	351	sb
341	Europas	Europa	21	t_97-05-28_22	NE	342	ag
342	Herrn	Herrn	21	t_97-05-28_22	NN	340	ag
343	Mobutu	Mobutu	21	t_97-05-28_22	NE	342	nk
344	ebenso	ebenso	21	t_97-05-28_22	ADV	345	mo
345	freundlich	freundlich	21	t_97-05-28_22	ADJD	350	mo
346	wie	wie	21	t_97-05-28_22	KOKOM	349	cm
347	den	der	21	t_97-05-28_22	ART	349	nk
348	größten	groß	21	t_97-05-28_22	ADJA	349	nk
349	Kriminellen	Kriminelle	21	t_97-05-28_22	NN	344	cc
350	begrüßen	begrüßen	21	t_97-05-28_22	VVPP	351	oc
351	würden	werden	21	t_97-05-28_22	VAFIN	336	oc
352	.	.	21	t_97-05-28_22	$.	328	punct
353	Ihm	Ihm	22	t_97-05-28_22	PPER	363	da
354	sollte	sollen	22	t_97-05-28_22	VMFIN	354	ROOT
355	in	in	22	t_97-05-28_22	APPR	363	mo
356	der	der	22	t_97-05-28_22	ART	357	nk
357	EU	EU	22	t_97-05-28_22	NE	355	nk
358	unter	unter	22	t_97-05-28_22	APPR	363	mo
359	keinen	kein	22	t_97-05-28_22	PIAT	360	nk
360	Umständen	Umstand	22	t_97-05-28_22	NN	358	nk
361	Zuflucht	Zuflucht	22	t_97-05-28_22	NN	354	sb
362	gewährt	währen	22	t_97-05-28_22	VVPP	363	oc
363	werden	werden	22	t_97-05-28_22	VAFIN	354	oc
364	.	.	22	t_97-05-28_22	$.	354	punct
365	Ich	Ich	23	t_97-05-28_24	PPER	366	sb
366	möchte	mögen	23	t_97-05-28_24	VMFIN	366	ROOT
367	dem	der	23	t_97-05-28_24	ART	368	nk
368	Herrn	Herrn	23	t_97-05-28_24	NN	372	da
369	Kommissar	Kommissar	23	t_97-05-28_24	NN	368	nk
370	zwei	zwei	23	t_97-05-28_24	CARD	371	nk
371	Fragen	Frage	23	t_97-05-28_24	NN	372	oa
372	stellen	stellen	23	t_97-05-28_24	VVINF	366	oc
373	.	.	23	t_97-05-28_24	$.	366	punct
374	Wird	Wird	24	t_97-05-28_24	VAFIN	374	ROOT
375	er	ich	24	t_97-05-28_24	PPER	374	sb
376	nicht	nicht	24	t_97-05-28_24	PTKNEG	394	ng
377	durch	durch	24	t_97-05-28_24	APPR	394	mo
378	die	der	24	t_97-05-28_24	ART	379	nk
379	Achse	Achse	24	t_97-05-28_24	NN	377	nk
380	der	der	24	t_97-05-28_24	ART	382	nk
381	afrikanischen	afrikanisch	24	t_97-05-28_24	ADJA	382	nk
382	Regierungen	Regierung	24	t_97-05-28_24	NN	379	ag
383	,	,	24	t_97-05-28_24	$,	382	punct
384	die	der	24	t_97-05-28_24	PRELS	388	sb
385	von	von	24	t_97-05-28_24	APPR	387	sbp
386	Uganda	Uganda	24	t_97-05-28_24	NE	385	nk
387	gebildet	bilden	24	t_97-05-28_24	VVPP	388	oc
388	wurde	werden	24	t_97-05-28_24	VAFIN	382	rc
389	und	und	24	t_97-05-28_24	KON	388	cd
390	derzeit	derzeit	24	t_97-05-28_24	ADV	391	mo
391	angeführt	anführen	24	t_97-05-28_24	VVPP	392	oc
392	wird	werden	24	t_97-05-28_24	VAFIN	389	cj
393	,	,	24	t_97-05-28_24	$,	394	punct
394	ermutigt	ermutigen	24	t_97-05-28_24	VVPP	374	oc
395	,	,	24	t_97-05-28_24	$,	394	punct
396	ähnliche	ähnlich	24	t_97-05-28_24	ADJA	402	nk
397	politische	politische	24	t_97-05-28_24	ADJA	402	nk
398	,	,	24	t_97-05-28_24	$,	397	punct
399	wirtschaftliche	wirtschaftlich	24	t_97-05-28_24	ADJA	397	cj
400	und	und	24	t_97-05-28_24	KON	399	cd
401	militärische	militärisch	24	t_97-05-28_24	ADJA	400	cj
402	Ansätze	Ansatz	24	t_97-05-28_24	NN	416	oa
403	gegenüber	gegenüber	24	t_97-05-28_24	APPR	402	mnr
404	der	der	24	t_97-05-28_24	ART	405	nk
405	Region	Region	24	t_97-05-28_24	NN	403	nk
406	der	der	24	t_97-05-28_24	ART	408	nk
407	großen	groß	24	t_97-05-28_24	ADJA	408	nk
408	Seen	See	24	t_97-05-28_24	NN	405	ag
409	und	und	24	t_97-05-28_24	KON	402	cd
410	den	der	24	t_97-05-28_24	ART	414	nk
411	von	von	24	t_97-05-28_24	APPR	413	sbp
412	ihm	ich	24	t_97-05-28_24	PPER	411	nk
413	beschriebenen	beschrieben	24	t_97-05-28_24	ADJA	414	nk
414	Problemen	Problem	24	t_97-05-28_24	NN	409	cj
415	zu	zu	24	t_97-05-28_24	PTKZU	416	pm
416	verfolgen	verfolgen	24	t_97-05-28_24	VVINF	394	oc
417	?	?	24	t_97-05-28_24	$.	374	punct
418	Wie	Wie	25	t_97-05-28_24	PWAV	419	mo
419	könnte	können	25	t_97-05-28_24	VMFIN	419	ROOT
420	man	man	25	t_97-05-28_24	PIS	419	sb
421	nach	nach	25	t_97-05-28_24	APPR	419	mo
422	Auffassung	Auffassung	25	t_97-05-28_24	NN	421	nk
423	der	der	25	t_97-05-28_24	ART	424	nk
424	Kommission	Kommission	25	t_97-05-28_24	NN	422	ag
425	am	am	25	t_97-05-28_24	PTKA	426	pm
426	besten	gut	25	t_97-05-28_24	ADJD	419	mo
427	mit	mit	25	t_97-05-28_24	APPR	430	mo
428	dieser	dies	25	t_97-05-28_24	PDAT	429	nk
429	Achse	Achse	25	t_97-05-28_24	NN	427	nk
430	arbeiten	arbeiten	25	t_97-05-28_24	VVFIN	419	oc
431	?	?	25	t_97-05-28_24	$.	419	punct
432	Ist	Ist	26	t_97-05-28_24	VAFIN	432	ROOT
433	dem	der	26	t_97-05-28_24	ART	434	nk
434	Herrn	Herrn	26	t_97-05-28_24	NN	445	da
435	Kommissar	Kommissar	26	t_97-05-28_24	NN	434	nk
436	zweitens	zweitens	26	t_97-05-28_24	ADV	437	mo
437	bekannt	bekennen	26	t_97-05-28_24	ADJD	432	pd
438	,	,	26	t_97-05-28_24	$,	432	punct
439	daß	daß	26	t_97-05-28_24	KOUS	446	cp
440	Präsident	Präsident	26	t_97-05-28_24	NN	446	sb
441	Mandela	Mandela	26	t_97-05-28_24	NE	440	nk
442	den	der	26	t_97-05-28_24	ART	443	nk
443	Westen	Westen	26	t_97-05-28_24	NN	445	oa
444	davor	davor	26	t_97-05-28_24	PROAV	445	op
445	gewarnt	warnen	26	t_97-05-28_24	VVPP	446	oc
446	hat	haben	26	t_97-05-28_24	VAFIN	432	sb
447	,	,	26	t_97-05-28_24	$,	446	punct
448	Laurent	Laurent	26	t_97-05-28_24	NE	449	pnc
449	Kabila	Kabila	26	t_97-05-28_24	NE	453	oa
450	in	in	26	t_97-05-28_24	APPR	453	mo
451	Kinshasa	Kinshasa	26	t_97-05-28_24	NE	450	nk
452	zu	zu	26	t_97-05-28_24	PTKZU	453	pm
453	verteufeln	verteufeln	26	t_97-05-28_24	VVINF	445	oc
454	?	?	26	t_97-05-28_24	$.	432	punct
