id	text	iset	np_replfirst_noun	annotationcompleted	np_replfirst_deverbal	namely_difficultcase	np_replalternative	np_repl_difficultcase	namely_majordivergingantecedent	candidateanaphor	namelytest_naemlich	np_replfirst_article	namely_antecedent
44	das	2268	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass die zahl der christen nicht mehr ab-, sondern wieder zunimmt	eine_solche	8
45	das	1903		yes						error_no_discourse_anaphor			
46	es	1847	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es nun wirklich keine einfach arbeit war, die widerstrebenden antraege zusammenzubringen	diese	5
47	es	1954		yes						error_wrong_marking			
48	Das	1837	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es nun wirklich keine einfache arbeit war, die widerstrebenden antraege zusammenzubringen	diese	5
49	Das	1896		yes						error_no_discourse_anaphor			
50	es	2239	na	yes	na	yes	na	na	na	discourse_anaphor		na	
51	es	2046		yes						error_no_discourse_anaphor			
52	es	2683		yes						error_wrong_marking			
53	Dies	2485	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es] eine vielzahl von anregungen des rechnungshofes -- auch aus den vergangenen jahren -- beruecksichtigt und ganz entschieden auch programmvereinfachung auf seine fahnen geschrieben hat	diese	10
54	es	2635		yes						error_wrong_marking			
55	es	2740	na	yes	na	yes	na	yes	na	discourse_anaphor	naemlich zu handeln	na	
56	Dies	2654	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich diese daten ein fuer alle mal aufzunehmen und dann nur jeweils die aenderungen zu beruecksichtigen	eine_solche	11
57	es	2459		yes						error_no_discourse_anaphor			
58	es	2544		yes						error_wrong_marking			
59	Dies	2700	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es] leichter ist , an die subventionen zu gelangen	eine_solche	9
60	es	2827		yes						error_no_discourse_anaphor			
61	dies	3127	tatsache	yes	na	na	yes	na	na	discourse_anaphor	dass wir die betroffenen laender beim aufbau ihrer faehigkeiten unterstuetzen , sichere medikamente im eigenen land herzustellen und sichere medikamente ins eigene land zu importieren	diese	13
62	es	2991		yes						error_no_discourse_anaphor			
63	das	2866	tatsache	yes	na	na	yes	na	na	discourse_anaphor	dass in entwickelten laendern werden vorwiegend so genannte lifestyle-drogen gefaelscht	diese	12
64	Es	2975		yes						error_no_discourse_anaphor			
65	Das	2803		yes						error_no_discourse_anaphor			
66	es	2764		yes						error_no_discourse_anaphor			
67	Es	3112		yes						error_no_discourse_anaphor			
68	es	3188		yes						error_no_discourse_anaphor			
69	es	3629	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	wenn man einfach nurmehr den interventionen der staerksten lobbyisten nachgibt und die interessen der menschen entlang den strassen vergisst	diese	14
70	es	3206		yes						error_no_discourse_anaphor			
71	das	3348	na	yes	yes	na	na	na	na	discourse_anaphor	das meeresautobahnen zu nennen	diese	16
72	Das	3195	tatsache	yes	na	na	yes	na	na	discourse_anaphor	dass [es] zu wenig geld dafuer gibt	diese	18
73	Es	3593		yes						error_no_discourse_anaphor			
74	Es	3277		yes						error_no_discourse_anaphor			
75	das	3255	umstand	yes	na	na	yes	na	na	discourse_anaphor	dass die kuerzung der urspruenglich veranschlagten zahlen um die haelfte war fuer mich schon ein rueckschlag	diese	17
76	das	3342		yes						error_no_discourse_anaphor			
77	es	3326		yes						error_no_discourse_anaphor			
78	es	3517		yes						error_no_discourse_anaphor			
79	es	3527		yes						error_no_discourse_anaphor			
80	das	3493	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	dass man bei der halbzeitueberpruefung zum weissbuch ueberlegungen anstellt , die verlagerung des verkehrs auf umweltfreundliche verkehrsmittel nicht mehr als zielsetzung der europaeischen union zu sehen	diese	15
81	das	3757		yes						error_wrong_marking			
82	es	3865		yes						error_wrong_marking			
83	das	3750	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das, was bisher an massnahmen da war, auch wirksam war	diese	22
84	Es	3651		yes						error_wrong_marking			
85	es	3854		yes						error_wrong_marking			
86	es	4044		yes						error_no_discourse_anaphor			
87	es	4019	aktion	yes	na	na	na	na	na	discourse_anaphor	naemlich dass zumindest diese beispiele geliefert werden	diese	23
88	es	3991		yes						error_no_discourse_anaphor			
89	Das	3977	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir in diesen tagen zum ersten mal einzelne beispiele fuer diese notwendigkeit geliefert kriegen	diese	20
90	es	3846		yes						error_wrong_marking			
91	es	3984		yes						error_no_discourse_anaphor			
92	das	4000	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir seit einem jahr hier im parlament nachfragen , dass der nachweis ueber die notwendigkeit dieser massnahmen im bereich vorratsdatenspeicherung gefuehrt werden soll , und dass wir in diesen tagen zum ersten mal einzelne beispiele fuer diese notwendigkeit geliefert kriegen	eine_solche	19
93	das	3772		yes						error_wrong_marking			
94	Das	3779	na	na	yes	yes	na	na	na	discourse_anaphor	naemlich die zusammenarbeit der mitgliedsstaaten	na	21
95	es	3661		yes						error_wrong_marking			
96	es	4484		yes						error_no_discourse_anaphor			
97	was	4490											
98	was	4353											
99	dies	4331	notwendigkeit	yes	na	na	na	na	na	discourse_anaphor	naemlich dass religioese ueberzeugungen nicht in die politik einfliessen duerfen	diese	25
100	dies	4306	forderung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass er an unsere christliche ueberzeugung appelliert	diese	24
101	dies	4783		yes						error_no_discourse_anaphor			
102	es	4835		yes						error_wrong_marking			
103	es	5100		yes						error_wrong_marking			
104	das	4756	einschaetzung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass ein kompromiss gefunden werden musste und dass dies unter den obwaltenden umstaenden ein fairer kompromiss ist, dass wir als europaeische gemeinschaft aber auch sorge tragen muessen, dass die menschen vertrauen zu diesem plan fassen, und dass wir dafuer werben sollten, dass dieses vertrauen auch von unserer seite untermauert sein muss	diese	26
105	Es	4677		yes						error_wrong_marking			
106	Das	4956	tatsache	yes	na	na	yes	na	yes	discourse_anaphor	naemlich dass es nicht eine nation ist, sondern dass es hier um zwei unterschiedliche nationen in einem land geht	diese	27
107	es	4971		yes						error_wrong_marking			
108	es	4947		yes						error_wrong_marking			
109	Es	4939		yes						error_wrong_marking			
110	es	5409		yes						error_wrong_marking			
111	es	5290		yes						error_wrong_marking			
112	es	5222		yes						error_wrong_marking			
113	dies	5442	aktion	yes	na	na	na	na	na	discourse_anaphor	naemlich gewerkschaftsmitarbeiter und sozialrecht in dem bericht mitzubehandeln	diese	32
114	dies	5304	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich einen corporate-governance-kodex anzugehen	eine_solche	29
115	Dies	5377		yes						error_no_discourse_anaphor			
116	es	5451		yes						error_wrong_marking			
117	dies	5524		yes						error_no_discourse_anaphor			
118	dies	5498	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich ein allgemeines bekenntnis zur sozialbindung des eigentums abzugeben	eine_solche	30
119	Es	5239	einschaetzung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass es voellig genuegt, wenn eine vernuenftige koordinierung und harmonisierung der aktivitaeten in den mitgliedsstaaten erfolgt	diese	31
120	das	5322		yes						deictic			
121	das	5325	ansicht	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass das insgesamt ein sehr gutes papier und ein guter aktionsplan ist	diese	28
122	Das	5765	umstand	yes	na	na	yes	na	na	discourse_anaphor	dass der jetzt zwischen den grossen fraktionen kursierenden kompromiss hat einen aeusserst verschwommenen begriff eingefuehrt hat:   die sozialpolitik .	diese	34
123	es	5689		yes						error_no_discourse_anaphor			
124	es	5771	umstand	yes	na	na	yes	na	na	discourse_anaphor	dass der jetzt zwischen den grossen fraktionen kursierenden kompromiss hat einen aeusserst verschwommenen begriff eingefuehrt hat:   die sozialpolitik .	diese	34
125	es	5650		yes						error_no_discourse_anaphor			
126	Es	5566		yes						error_no_discourse_anaphor			
127	es	5594		yes						error_no_discourse_anaphor			
128	dies	5706	entwicklung	yes	na	na	yes	na	yes	discourse_anaphor	dass es einen echten binnenmarkt ohne diskriminierung gibt	diese	33
129	Es	5834		yes						error_no_discourse_anaphor			
130	es	5822		yes						error_no_discourse_anaphor			
131	es	5797		yes						error_no_discourse_anaphor			
132	es	5865		na						error_no_discourse_anaphor			
133	es	6106		yes						error_no_discourse_anaphor			
134	es	5992		yes						error_wrong_marking			
135	Es	6188		yes						error_wrong_marking			
136	es	6198		yes						error_wrong_marking			
137	das	6267	massnahme	yes	na	na	yes	na	na	discourse_anaphor	naemlich auf mehrweg zu setzen	diese	35
138	es	6083		yes						error_wrong_marking			
139	das	5944	ansicht	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass sie nicht gegen die dose sind	eine_solche	38
140	das	6428		yes						error_no_discourse_anaphor			
141	es	6437		yes						error_wrong_marking			
142	Es	6557		yes						error_wrong_marking			
143	Das	6511	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich in europa dem verlust an biodiversitaet einhalt zu gebieten	diese	39
144	es	6774		yes						error_no_discourse_anaphor			
145	es	6868		yes						error_no_discourse_anaphor			
146	es	6726		yes						error_no_discourse_anaphor			
147	das	6870	umstand	yes	na	na	yes	na	na	discourse_anaphor	dass es sehr exekutivlastig ist	diese	40
148	es	7136		yes						error_wrong_marking			
149	das	7062	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich alle schattenberichterstatter in die diskussion mit einzubinden und auch in den trilog	diese	43
150	Das	7298	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir auf europaeischer ebene kein patent haben, und wir auch nicht wegbereiter sein moechten fuer ein europaeisches patent durch die hintertuer der durchsetzungsrichtlinie	diese	42
151	Das	7080		yes						error_no_discourse_anaphor			
152	Es	7208		yes						error_wrong_marking			
153	es	7111		yes						error_wrong_marking			
154	Das	7052	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass von der ersten minute an alle schattenberichterstatter in die diskussion mit eingebunden waren und auch in den trilog	eine_solche	41
155	Das	7290	frage	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass wir auf europaeischer ebene kein patent haben, und wir auch nicht wegbereiter sein moechten fuer ein europaeisches patent durch die hintertuer der durchsetzungsrichtlinie	diese	42
156	das	7509	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass uns laender, die uns diesbezueglich ein vorbild sind, eine riesenchance bieten, kuenftig auch in der energiepolitik in diesem raum gemeinsame strategien zu entwickeln	diese	44
157	es	7660		yes						error_wrong_marking			
158	es	7615		yes						error_wrong_marking			
159	es	7704		yes						error_wrong_marking			
160	Es	8085		yes						error_no_discourse_anaphor			
161	es	8008		yes						error_no_discourse_anaphor			
162	es	7827	na	na	yes	na	na	na	na	discourse_anaphor	eine verstaerkung der sicherheit	eine	45
163	Es	7940		yes						error_no_discourse_anaphor			
164	das	7894	einschaetzung	yes	na	yes	yes	na	yes	discourse_anaphor	dass die vereinbarung ueber die weitergabe von flugpassagierdaten im kampf gegen den terror keinen sinn macht und nicht kohaerent ist	diese	46
165	Es	8029		yes						error_no_discourse_anaphor			
166	es	8158		yes						error_wrong_marking			
167	es	8682		yes						error_wrong_marking			
168	es	8809	na	yes	yes	na	na	na	na	discourse_anaphor	die demokratisierung der uno	na	47
169	das	8860	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass die zivilgesellschaft der union in der uno besser aufgehoben ist als die buergerkammern	diese	48
170	Das	9068	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass der binnenmarkt die wettbewerbsfaehigkeit staerkt	diese	50
171	Das	9107	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass der binnenmarkt die wettbewerbsfaehigkeit staerkt	diese	50
172	das	9053	notwendigkeit	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir gleichzeitig nein sagen muessen zu den tendenzen zu mehr nationalisierung , nein zu den tendenzen zur leistungsfeindlichkeit , nein zu den tendenzen zu mutlosigkeit , nein zum populismus , nein zur novellierung , nein zur industriefeindlichkeit und ja zu mehr leistung , ja zum binnenmarkt , ja zu den vier freiheiten	diese	51
173	Das	9075	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass der binnenmarkt die wettbewerbsfaehigkeit staerkt	diese	50
174	Es	9549		yes						error_wrong_marking			
175	Das	9351	massnahme	yes	na	yes	na	na	yes	discourse_anaphor	naemlich die standards zur bewirtschaftung dieser abfaelle zu vereinheitlichen	diese	54
176	es	9370		yes						error_wrong_marking			
177	was	9326											
178	was	9599											
179	es	9390		yes						error_wrong_marking			
180	das	9324		yes						error_wrong_marking			
181	es	9612		yes						error_wrong_marking			
182	das	9240	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass ich zu spaet gekommen bin	diese	53
183	das	9575	vorgang	yes	na	na	na	na	na	discourse_anaphor	naemlich die vorhandene gesetzgebung neu zu erfinden	eine_solche	52
184	es	9460		yes						error_no_discourse_anaphor			
185	Es	9227		yes						error_wrong_marking			
186	dies	9894	massnahme	yes	yes	yes	na	yes	na	discourse_anaphor	naemlich die einrichtung von sorgentelefonen fuer kinder	diese	55
187	es	9975		yes						error_wrong_marking			
188	Das	9817	forderung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass geld zur verfuegung gestellt wird, europol mit kompetenzen ausgestattet wird, eine der polizei eingerichtet wird	diese	56
189	Es	9795		yes						error_wrong_marking			
190	Das	9864	forderung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das daphne-programm ein wirksames instrument bleibt , getrennt von der drogenpraevention	diese	57
191	das	9937		yes						error_no_discourse_anaphor			
192	es	10140		yes						error_no_discourse_anaphor			
193	Das	10228		yes						error_wrong_marking			
194	Dies	10720	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass zufriedenstellende ergebnisse erzielt wurden	diese	58
195	es	10929		na						error_no_discourse_anaphor			
196	Dies	11067	moeglichkeit	yes	na	na	yes	na	na	discourse_anaphor	dass ueber den binnenmarktaspekt hinaus kann die europaeische normung ein ganzes spektrum politischer massnahmen der gemeinschaft unterstuetzen , durch die die wettbewerbsfaehigkeit der europaeischen unternehmen gesteigert werden kann .	diese	59
197	dies	11625	na	yes	na	yes	na	yes	na	discourse_anaphor		na	
198	dies	11516	entwicklung	yes	na	yes	na	yes	na	discourse_anaphor	naemlich dieses ziel der nachbarschaftspolitik erreichen	eine_solche	62
199	Das	11520	entwicklung	yes	na	yes	na	yes	na	discourse_anaphor	naemlich die reformanstrengungen im inneren zu legitimieren und die regime zu stuetzen	eine_solche	63
200	Dies	11300		yes						error_no_discourse_anaphor			
201	es	11408		yes						error_wrong_marking			
202	das	11596		yes						error_no_discourse_anaphor			
203	dies	11532	ansicht	yes	na	na	na	yes	na	discourse_anaphor	naemlich dass das in jedem fall automatisch eine beitrittsperspektive bedeutet	diese	61
204	Es	11463		yes						error_wrong_marking			
205	dies	11448	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich dass sie ihre eigenen gas-pipelines behalten kann , dass diese nicht in andere haende geraten	eine_solche	60
206	dies	11648	na	yes	na	yes	na	yes	na	discourse_anaphor		na	
207	Das	11656		yes						error_no_discourse_anaphor			
208	es	11492		yes						error_wrong_marking			
209	das	11622	na	yes	na	yes	na	yes	na	discourse_anaphor		na	
210	es	11881		yes						error_wrong_marking			
211	Das	11977	notwendigkeit	yes	na	na	na	na	na	discourse_anaphor	naemlich die lektion daraus zu lernen	diese	65
212	Das	11894	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass iwr weiterhin negative schlagzeilen ueber die europaeische politik haben, solange es derartige politiken in der europaeischen union gibt	diese	64
213	Das	11948		yes						error_no_discourse_anaphor			
214	Es	11776		yes						error_wrong_marking			
215	es	12233		yes						error_wrong_marking			
216	es	12110		na						error_wrong_marking			
217	dies	12425	aktion	yes	na	na	na	na	na	discourse_anaphor	naemlich dass die grenzvertraege unterschrieben oder ratifiziert werden	diese	70
218	es	12091		na						na			
219	Es	12170		yes						error_wrong_marking			
220	dies	12311	forderung	yes	na	yes	na	na	yes	discourse_anaphor	naemlich im bereich der handelsfragen schadensersatzansprueche stellen	eine_solche	67
221	was	12073											
222	was	12061											
223	es	12496		yes						error_wrong_marking			
224	dies	12257	vorgang	yes	na	yes	na	na	na	discourse_anaphor	naemlich wie energiezufuhren in die europaeische union erfolgen	diese	68
225	dies	12443	vorgang	yes	na	na	na	na	na	discourse_anaphor	naemlich die visafreiheit herzustellen	diese	66
226	Dies	12464	vorgang	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass wir russland technisch und durch zusammenarbeit helfen, die visafreiheit herzustellen	diese	66
227	es	12420		yes						error_wrong_marking			
228	Es	12150		yes						error_wrong_marking			
229	Das	12571	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es im vergangenen jahr in china 9 000 prozesse gegen produktpiraten gab	diese	71
230	es	12749		yes						error_wrong_marking			
231	es	12562		yes						error_wrong_marking			
232	Das	13108	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich ein moratorium von drei bis fuenf jahren fuer umwelt und verbraucherpolitische gesetzesvorhaben zu erlassen	diese	72
233	es	13017		na						error_wrong_marking			
234	es	12964		na						error_wrong_marking			
235	das	12931	aktivitaet	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass wir die kommission bei ihrer klage vor dem europaeischen gerichtshof unterstuetzen	eine_solche	73
236	das	12854		na						error_no_discourse_anaphor			
237	es	13033		na						error_wrong_marking			
238	es	13261	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich die loesung der sozialen komponente im rahmen der globalisierung	na	78
239	das	13350	forderung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir mehr vom gipfel von goeteborg reden sollten	diese	79
240	Das	13231	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass die lissabon-agenda auch die loesung der sozialen komponente im rahmen der globalisierung bringen wird	eine_solche	76
241	das	13415	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das etwas voellig anderes ist als ihre herangehensweise	diese	75
242	Das	13405	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass handel an sich liberal sein muss	eine_solche	77
243	es	13431		yes						error_no_discourse_anaphor			
244	Das	13494	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich weltweit bestehende standards durchzusetzen und nur die waren in die europaeische union zu importieren, die nach diesen standards produziert werden	eine_solche	74
245	Dies	13753	massnahme	yes	na	na	yes	na	na	discourse_anaphor	schadstoffe wie nox und feinstaub in die bemessungsgrundlage fuer die kfz-steuer mit aufzunehmen	eine_solche	81
246	Dies	13726	tatsache	yes	na	na	yes	na	na	discourse_anaphor	dass fahrzeuge mit hoeheren co2-emissionen hoeher besteuert werden als fahrzeuge mit geringeren co2-emissionen .	diese	80
247	Es	13871		yes						error_no_discourse_anaphor			
248	es	13889		yes						error_no_discourse_anaphor			
249	es	14090		yes						error_no_discourse_anaphor			
250	Es	13965		yes						error_no_discourse_anaphor			
251	es	14575		yes						error_no_discourse_anaphor			
252	es	14180		yes						error_wrong_marking			
253	es	14549		yes						error_wrong_marking			
254	es	14152	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass sie ueber die bruecke, die ich ihnen gebaut habe, nicht gegangen sind	diese	83
255	Es	14172		yes						error_wrong_marking			
256	das	14243	aktivitaet	yes	na	na	yes	na	na	discourse_anaphor	naemlich eine empfehlung fuer eine parteipolitische liste in italien zu geben	eine_solche	82
257	dies	14305	umstand	yes	na	na	yes	na	na	discourse_anaphor	naemlich auf einer liste fuer die europawahlen zu kandidieren	diese	84
258	was	14522											
259	es	14498		yes						error_wrong_marking			
260	es	14282		yes						error_wrong_marking			
261	Es	14322		yes						error_wrong_marking			
262	das	14825	aktion	yes	na	yes	yes	na	yes	discourse_anaphor	ein einsatz im kongo	diese	87
263	es	14869	tatsache	yes	na	na	na	yes	na	discourse_anaphor	dass es hier tatsaechlich um zugang zu rohstoffen und militaerische abwehr von fluechtlingen geht	diese	86
264	es	14746		yes						error_no_discourse_anaphor			
265	Es	14814	tatsache	na	na	yes	yes	na	na	discourse_anaphor	einmal kongo , immer kongo	diese	88
266	es	14876		yes						error_no_discourse_anaphor			
267	Das	14700	aktion	yes	na	na	yes	na	na	discourse_anaphor	wenn die eu 1 500 soldaten in das drittgroesste afrikanische land schicken wuerde	eine_solche	85
268	Es	14774		yes						error_no_discourse_anaphor			
269	es	14633		yes						error_no_discourse_anaphor			
270	Das	15166	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich wenn die verantwortlichkeit der kommission nicht sehr gross ist  , und das entgegenkommen auch nicht	diese	91
271	das	14969	sachverhalt	yes	na	na	na	na	yes	discourse_anaphor	naemlich dass die kommission die berichte dem parlament erst sehr , sehr spaet vorgelegt hat , und daher jetzt fuer die organisationen u. a. fuer die kultur- und bildungsprogramme und natuerlich auch die frauenprogramme die gefahr besteht , dass sie ihr geld 2004 mit grosser verspaetung erhalten oder dass die programme gar nicht stattfinden koennen , wenn bis dezember nicht abgeschlossen wird	diese	90
272	Das	15042	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass sie ihr geld 2004 mit grosser verspaetung erhalten	eine_solche	89
273	es	14942		yes						error_wrong_marking			
274	es	15494		yes						error_wrong_marking			
275	Das	15824	aktion	yes	na	na	na	na	yes	discourse_anaphor	naemlich dass die grossen multinationalen und globalen unternehmen 0,25% -- also ein viertel prozent -- ihrer gebuehren fuer waehrungstransaktionen, in einen afrikafonds stiften und dass wir hier im parlament ein viertel prozent der aufwendungen fuer unsere internationale waehrungsoperation im haushalt sperren und in einen fonds fuer die hilfe fuer afrika einzahlen	eine_solche	92
276	Das	15385		yes						error_no_discourse_anaphor			
277	Es	15938		yes						error_wrong_marking			
278	Es	16018		yes						error_wrong_marking			
279	Es	15897		yes						error_wrong_marking			
280	es	15993	vorgang	yes	na	yes	na	yes	na	discourse_anaphor	naemlich wie wir mit weniger geld weiter europaeische regionalfoerderung betreiben koennen	diese	93
281	es	16281		yes						error_wrong_marking			
282	Es	16142	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es ihnen gelungen ist, wieder bewegung in den verfassungsprozess zu bringen	diese	95
283	es	16129		yes						error_wrong_marking			
284	es	16214		yes						error_wrong_marking			
285	das	16424		yes						error_wrong_marking			
286	es	16126		yes						error_wrong_marking			
287	es	16437		yes						error_wrong_marking			
288	was	16426											
289	Das	16310	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich auch in dem bereich der innen- und justizpolitik zu mehrheitsentscheidungen zu kommen	eine_solche	94
290	es	16293		yes						error_wrong_marking			
291	es	16810		yes						error_wrong_marking			
292	es	16649		yes						error_wrong_marking			
293	es	17028		yes						error_no_discourse_anaphor			
294	das	17122	massnahme	yes	yes	na	na	na	na	discourse_anaphor	naemlich die flexibilisierung der arbeitszeiten zum erreichen der vereinbarkeit von familie und beruf	diese	97
295	das	17001		yes						error_no_discourse_anaphor			
296	Das	17036	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass es zwischen 15 und 33 % liegt	diese	96
297	es	17165		yes						error_wrong_marking			
298	was	17387											
299	dies	17552	meinung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass der rat wirklich im prinzip und im vordergrund die positiven schritte, die kroatien gemacht hat, anerkennt	diese	99
300	es	17268		yes						error_wrong_marking			
301	es	17365		yes						error_no_discourse_anaphor			
302	Das	17459		yes						error_no_discourse_anaphor			
303	das	17613	massnahme	yes	na	na	yes	na	na	discourse_anaphor	naemlich gotovina, den inkriminierten general vor das haager tribunal zu bringen	diese	100
304	es	17311		yes						error_wrong_marking			
305	es	17293		yes						error_wrong_marking			
306	es	17486		yes						error_wrong_marking			
307	es	17351	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass der rat hier eine positive entscheidung trifft	eine_solche	98
308	Es	17448		yes						error_wrong_marking			
309	es	17337		yes						error_wrong_marking			
310	es	17664		yes						error_wrong_marking			
311	Das	17866	umstand	na	yes	na	na	na	na	discourse_anaphor	naemlich dass die buerger abstimmen, indem sie zu hause bleiben	diese	102
312	Das	18048	tatsache	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass, wer auf dauer gegen die menschen zu regieren versucht, scheitern wird	diese	101
313	das	18303	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich patente auf software zu haben	eine_solche	103
314	es	18361		yes						error_wrong_marking			
315	es	18148		yes						error_wrong_marking			
316	es	18273		yes						error_no_discourse_anaphor			
317	es	18340		yes						error_wrong_marking			
318	Das	18128	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir ueber eines der umstrittensten gesetze reden	diese	104
319	Es	18239		yes						error_wrong_marking			
320	Es	18178		yes						error_wrong_marking			
321	Das	18709	meinung	yes	na	na	yes	na	na	discourse_anaphor	naemlich was zum dienstleistungsmarkt gesagt wurde	diese	110
322	es	18571		yes						error_wrong_marking			
