id	text	iset	shellnoun	content	content_phrase	comment
155	right	19823	true	given	174	_
156	questions	25636	false	_		_
157	needs	7705	false	_		_
158	need	7986	true	given	169	_
159	needs	8000	false	_		_
160	reason	7886	true	given	166	_
161	proposals	7968	true	given	165 163 164	_
162	proposals	8028	false	_		_
163	objective	7394	true	given	14	inkorporiert
164	objective	7453	true	given	176	_
165	proposals	7578	false	_		_
166	proposal	7609	false	_		_
167	proposals	8617	true	given	186 185	_
168	need	4342	true	given	89	_
169	proposals	8736	false	_		_
170	proposal	4215	true	external		_
171	objectives	4212	true	external		_
172	reasons	8549	false	_		_
173	aims	8834	true	given	187	_
174	impression	3871	true	given	57	_
175	argument	3944	true	given	59	_
176	reason	3933	true	given	59	_
177	proposals	8045	false	_		_
178	aim	8283	true	given	197	_
179	needs	8345	false	_		_
180	wishes	8347	false	_		_
181	possibility	4814	true	given	119	_
182	proposal	4771	false	_		_
183	fact	5008	true	given	95	_
184	fact	5071	true	given	99	_
185	efforts	5206	false	_		_
186	objectives	5159	false	_		_
187	invitation	5174	false	_		_
188	proposal	4461	true	given	94	_
189	proposal	4498	true	given	94	_
190	proposal	4712	true	given	81	_
191	need	6582	true	given	39	_
192	need	6220	true	given	47	_
193	efforts	7287	false	_		_
194	efforts	6621	unclear	given	15	_
195	needs	6187	false	_		_
196	objectives	5668	false	_		_
197	reason	5942	true	given	27	_
198	commitments	2047	true	implicit		_
199	question	2201	true	given	41	_
200	proposal	1704	true	external		_
201	circumstances	2042	false	_		_
202	promises	1600	true	given	72	_
203	question	1963	true	given	22	_
204	question	1938	true	given	24	_
205	possibility	1270	true	given	60	_
206	proposal	9007	false	_		_
207	chance	1164	true	given	199	_
208	question	15933	true	given	26	_
209	circumstances	2224	true	implicit		_
210	proposal	22906	true	external		_
211	Plan	5544	false	_		_
212	Plan	5479	false	_		_
213	needs	22501	false	_		_
214	aim	9413	true	given	121	_
215	proposals	9423	true	external		_
216	impression	23597	true	given	181	_
217	intention	23510	true	given	184	_
218	belief	23276	true	given	180	_
219	suggestions	9103	true	external		_
220	proposals	9026	false	_		_
221	proposals	9154	true	implicit		_
222	opportunity	23102	true	given	172	_
223	decisions	2413	false	_		_
224	ideas	2364	true	implicit		_
225	belief	2337	false	_		_
226	fact	2229	true	given	42	_
227	target	16235	false	_		_
228	prerequisite	16321	true	given	34	_
229	will	16454	true	given	36	_
230	fact	9706	true	given	100	_
231	fact	9777	true	given	97	_
232	need	9646	true	given	101	_
233	fact	9892	true	given	158	_
234	need	9911	true	given	157	_
235	need	2006	true	given	20	_
236	objectives	9604	false	_		_
237	aim	9539	true	given	116	_
238	objectives	9519	false	_		_
239	ways	7049	false	_		_
240	willingness	7242	true	given	177	_
241	demands	3265	false	_		_
242	call	3202	true	given	32	_
243	fact	2879	true	given	49	_
244	demand	2309	true	given	43	_
245	call	2839	true	given	48	_
246	objectives	10061	true	given	150	_
247	objective	10082	true	given	150	_
248	decision	10237	false	_		_
249	reason	2673	true	given	44	_
250	dangers	16167	false	_		_
251	decision	10266	false	_		_
252	efforts	10288	false	_		_
253	reason	2733	false	_		idiomatisch
254	objective	9947	true	given	149	_
255	Plan	6359	false	_		_
256	fact	10014	false	_		_
257	issues	6423	false	_		_
258	situations	6211	false	_		_
259	capacity	6124	true	given	50	_
260	proposals	3318	true	given	30	_
261	assurances	3357	true	given	33	_
262	conclusion	3022	false	_		_
263	decisions	3037	true	implicit		_
264	reasons	20440	true	given	152 153 154	_
265	doubt	2967	false	_		_
266	need	20426	true	given	147	_
267	idea	3017	true	given	31	_
268	circumstances	17380	false	_		_
269	idea	2932	true	given	31	_
270	application	17072	false	_		_
271	point	3921	true	given	62	_
272	application	17013	false	_		_
273	opinion	4078	true	given	45 46	_
274	conclusions	20624	false	_		_
275	need	20556	true	given	102	_
276	ideas	3517	true	implicit		_
277	idea	11044	false	_		_
278	claim	3570	true	given	70	_
279	need	11319	true	given	77	_
280	claims	3580	true	given	71	_
281	amendment	16953	false	_		_
282	risk	16891	false	_		_
283	risk	16866	false	_		_
284	idea	20695	false	_		_
285	opportunities	11029	true	implicit		_
286	Decision	20851	true	given	126	_
287	call	16785	true	given	65	_
288	decision	10890	false	_		_
289	conditions	16666	false	_		_
290	opportunity	10599	true	given	25	_
291	need	3778	true	given	58	_
292	effort	21064	true	given	133	_
293	decision	10483	false	_		_
294	conclusions	20893	true	external		_
295	conclusion	20979	false	_		_
296	conclusion	20993	false	_		_
297	functions	18044	true	given	73 74 128 129 130 131 125	_
298	difficulties	4687	false	_		_
299	difficulties	4674	false	_		_
300	views	4652	false	_		_
301	issue	4715	true	unclear		_
302	amendment	4701	false	_		_
303	matters	21	false	_		_
304	opportunities	21456	false	_		_
305	opportunities	21466	false	_		_
306	fact	21549	true	given	75	_
307	situation	4321	false	_		_
308	need	11811	true	given	66	_
309	option	17455	false	_		_
310	request	17411	true	given	92	_
311	need	11892	true	given	64	_
312	regulation	4332	true	external		_
313	proposal	4391	true	external		_
314	amendments	4533	false	_		_
315	proposals	21699	false	_		_
316	fact	21843	true	given	12	_
317	proposal	21859	false	_		_
318	courage	21988	true	given	10	_
319	conclusions	22200	true	given	11	_
320	conclusions	22301	false	_		_
321	aim	19020	true	given	16	_
322	proposal	19059	false	_		_
323	reasons	19049	true	given	193 195 191 190	_
324	question	5454	true	given	29	_
325	Position	5026	false	_		_
326	opinion	9720	false	_		_
327	plan	18636	true	given	103	_
328	potential	9591	false	_		_
329	reason	19474	unclear	undefined		_
330	fact	19470	true	given	192	_
331	Position	4833	false	_		_
332	call	9040	true	given	120	_
333	rights	24886	false	_		_
334	duties	24990	false	_		_
335	right	25065	true	given	140	_
336	reasons	19219	false	_		_
337	duties	25085	false	_		_
338	objectives	19297	false	_		_
339	fact	19155	false	_		_
340	right	24873	true	given	135	_
341	proposal	19064	true	given	151	_
342	right	24880	false	_		_
343	efforts	19073	false	_		_
344	right	24936	false	_		_
345	point	25098	false	_		_
346	indications	19626	true	given	205	_
347	determination	19837	false	_		_
348	view	25383	false	_		_
349	proposals	20199	false	_		_
350	opportunity	20022	true	given	183	_
351	proposal	19989	false	_		_
352	possibilities	19966	true	given	171	_
353	question	9922	true	external		_
354	question	10052	unclear	undefined		_
355	rights	8034	false	_		_
356	situation	7810	false	_		_
357	issue	22953	false	_		_
358	point	23141	true	given	182	_
359	views	23106	false	_		_
360	issues	23085	false	_		_
361	issues	23073	false	_		_
362	situation	7558	false	_		_
363	right	23848	true	given	194	_
364	position	23475	false	_		_
365	malice	23907	false	_		_
366	problems	23948	false	_		_
367	matter	24094	false	_		_
368	matter	24084	false	_		_
369	way	24188	true	given	201	_
370	way	8421	true	given	198	_
371	circumstances	8527	false	_		_
372	duty	24302	true	given	206	_
373	Position	24421	false	_		_
374	point	24702	false	_		_
375	justice	24662	false	_		_
376	justice	24780	false	_		_
377	occasion	34097	false	_		_
378	proposals	34116	false	_		_
379	proposals	34088	false	_		_
380	fact	34616	true	given	245	_
381	reason	33061	true	given	228	_
382	failure	33302	false	_		_
383	decision	33426	false	_		_
384	decision	33591	false	_		_
385	courage	33753	true	given	256	_
386	reasons	33830	false	_		_
387	fact	35554	false	_		_
388	fact	30868	false	_		_
389	indication	41106	false	_		_
390	fact	35770	true	given	277	_
391	conclusions	30862	false	_		_
392	opportunity	35382	true	given	276	_
393	needs	35536	false	_		_
394	guarantee	35375	false	_		_
395	decision	40337	false	_		_
396	intention	40442	true	given	324	_
397	attempt	40554	true	given	337	_
398	objectives	35938	false	_		_
399	fact	34830	true	given	249	_
400	decision	30747	false	_		_
401	budgetary proposals	34882 34883	true	external		_
402	fact	40149	true	given	320	_
403	opportunity	34770	true	given	244	_
404	decision	30614	true	given	270	_
405	possibility	39597	true	given	329	_
406	possibility	39698	true	given	327	_
407	proposals	35095	true	given	247	_
408	efforts	39708	true	given	330	_
409	proposal	35131	true	given	247	_
410	decision	39832	true	given	322	_
411	fact	31179	true	given	246	_
412	reminder	27697	false	_		_
413	tendencies	27477	false	_		_
414	decisions	31261	true	given	248 251	_
415	opportunity	31659	true	given	258	_
416	decision	30940	false	_		_
417	decision	30893	false	_		_
418	decision	30962	false	_		_
419	doubt	27315	false	_		_
420	reasons	27082	true	given	225	_
421	ideas	27292	false	_		_
422	decision	31033	false	_		_
423	opportunity	31057	true	given	252	_
424	opportunity	31075	true	given	252	_
425	decision	31081	false	_		_
426	need	26338	true	given	281	_
427	conspiracy	26449	false	_		_
428	aim	32357	true	given	231	_
429	effort	26963	false	_		_
430	efforts	32996	false	_		_
431	proposals	32935	false	_		_
432	need	32530	true	given	240	_
433	fact	31883	true	given	226	_
434	need	31897	true	given	260	_
435	assurance	25798	true	given	279	_
436	need	32053	true	given	210	_
437	decision	32133	true	given	221	_
438	opportunity	32345	true	given	232	_
439	fact	31907	true	given	213	_
440	fact	31948	true	given	211	_
441	objectives	43348	false	_		_
442	view	32083	true	given	217	_
443	objectives	43398	false	_		_
444	request	43096	true	given	209	_
445	reason	43332	true	given	274	_
446	opportunity	28859	true	given	307	_
447	guarantee	43401	false	_		_
448	indication	28829	true	given	325	_
449	condition	43161	true	given	271	_
450	reason	28810	false	_		_
451	opportunity	28699	true	given	306	_
452	opportunity	28690	true	given	308	_
453	conclusion	35965	false	_		_
454	view	42955	false	_		_
455	difficulty	38873	false	_		_
456	issue	27122	true	given	225	_
457	goal	26995	true	given	219	_
458	prerequisite	26956	false	_		_
459	question	26931	false	_		_
460	rights	26880	false	_		_
461	possibility	43182	true	given	272	_
462	reason	43050	true	given	212	_
463	requirement	43608	false	_		_
464	decision	29277	true	external		_
465	proposals	43617	false	_		_
466	reason	29148	true	given	305	_
467	attempt	43620	true	given	261	_
468	decision	36330	false	_		_
469	decision	36231	false	_		_
470	reasons	43593	false	_		_
471	proposal	36239	false	_		_
472	conclusion	36213	false	_		_
473	questions	27923	true	given	323	_
474	questions	27584	unclear	undefined		_
475	proposal	36027	false	_		_
476	task	27950	true	given	331	_
477	question	27172	false	_		_
478	law	27548	false	_		_
479	question	27200	false	_		_
480	fact	42572	true	given	294	_
481	fact	37230	true	given	266 268	_
482	decisions	29531	false	_		_
483	fact	37362	false	_		_
484	aim	29405	false	_		_
485	invitation	37293	false	_		_
486	decision	29378	true	given	314	_
487	aim	29366	true	given	313	_
488	ideas	36952	false	_		_
489	urgings	39602	false	_		_
490	approaches	39558	true	given	328 329	_
491	tasks	39287	false	_		_
492	intention	42532	true	given	295	_
493	demand	33476	true	given	255	_
494	wishes	30076	false	_		_
495	decision	42983	false	_		_
496	fact	42812	true	given	311	_
497	obligation	32454	true	given	233	_
498	proposal	42863	true	given	216	_
499	matters	32544	false	_		_
500	fact	29588	true	given	312	_
501	doubts	37898	false	_		_
502	proposal	37904	false	_		_
503	wish	29727	undefined	_		_
504	decision	37697	false	_		_
505	reason	42785	true	given	317	_
506	issue	39002	false	_		_
507	duties	32763	false	_		_
508	issue	38964	unclear	undefined		_
509	obligations	32694	false	_		_
510	effort	38600	true	given	220	_
511	need	38541	true	given	224	_
512	intention	38500	true	given	222	_
513	speculation	30140	false	_		_
514	rights	45087	false	_		_
515	fact	30145	false	_		_
516	problems	44632	false	_		_
517	speculation	30108	false	_		_
518	fact	30113	false	_		_
519	decision	38294	true	given	285	_
520	speculation	30100	false	_		_
521	doubt	38283	false	_		_
522	rights	45228	false	_		_
523	duty	45385	false	_		_
524	demand	45380	false	_		_
525	decision	30262	false	_		_
526	obligation	34537	false	_		_
527	refusal	46244	true	given	310	_
528	hope	46206	false	_		_
529	commitment	35288	false	_		_
530	difficulties	31108	false	_		_
531	reason	38248	false	_		_
532	key reasons	39134 39135	true	given	238	_
533	opportunity	39120	true	given	239	_
534	efforts	39194	false	_		_
535	arguments	30408	false	_		_
536	efforts	39146	false	_		_
537	doubt	30421	false	_		_
538	decision	30268	false	_		_
539	invitation	49911	undefined	_		_
540	views	44095	false	_		_
541	decision	38961	false	_		_
542	facts	30291	false	_		_
543	argument	46477	true	given	309	_
544	proposal	50058	undefined	_		_
545	credulity	43977	false	_		_
546	matter	44583	true	external		_
547	reason	38757	true	given	241	_
548	doubt	30550	false	_		_
549	decision	30596	false	_		_
550	matters	33695	false	_		_
551	Legal Affairs	44619 44620	false	_		_
552	matter	34356	false	_		_
553	point	33858	true	external		_
554	fact	50205	undefined	_		_
555	fact	50411	undefined	_		_
556	aim	50506	undefined	_		_
557	fact	50577	undefined	_		_
558	occasion	38643	false	_		_
559	position	31339	false	_		_
560	conclusions	50192	undefined	_		_
561	argument	44133	true	given	253	_
562	opportunity	39361	true	given	229	_
563	aims	39323	false	_		_
564	resolution	43572	false	_		_
565	objectives	39289	false	_		_
566	decisions	50635	undefined	_		_
567	references	43730	false	_		_
568	doubt	39252	false	_		_
569	desire	39386	true	given	230	_
570	hope	36409	false	_		_
571	doubts	39213	false	_		_
572	opinion	43778	true	given	265	_
573	plans	30569	true	given	264	_
574	request	43902	false	_		_
575	views	30536	false	_		_
576	question	36591	false	_		_
577	circumstances	37043	false	_		_
578	questions	30673	true	external		_
579	question	37339	true	given	300	_
580	failure	50919	undefined	_		_
581	idea	50960	undefined	_		_
582	need	50850	undefined	_		_
583	need	51214	undefined	_		_
584	matter	25766	false	_		_
585	proposal	44780	false	_		_
586	idea	44570	true	given	254	_
587	possibilities	39570	false	_		_
588	conclusions	39539	false	_		_
589	fact	44843	false	_		_
590	efforts	45195	false	_		_
591	reasons	44969	true	given	242 243	_
592	circumstance	30980	false	_		_
593	commitments	35989	false	_		_
594	applications	36381	false	_		_
595	matter	26050	false	_		_
596	aspirations	26185	false	_		_
597	willingness	26705	true	given	223	_
598	pre-conditions	26761	false	_		_
599	issue	38166	false	_		_
600	question	42659	true	given	284	_
601	capacity	38198	true	given	283	_
602	danger	42638	true	given	286	_
603	judgment	30306	false	_		_
604	indicator	42627	false	_		_
605	issue	38279	false	_		_
606	alternatives	42578	false	_		_
607	matters	29692	false	_		_
608	questions	29923	true	external		_
609	question	29987	false	_		_
610	right	47422	true	given	290	_
611	law	47953	false	_		_
612	comments	48020	false	_		_
613	doubt	48062	false	_		_
614	opportunity	47905	false	_		_
615	right	38014	true	given	288	_
616	plans	30484	true	given	291	_
617	rights	37990	false	_		_
618	opinion	37694	false	_		_
619	view	37583	false	_		_
620	occasions	37571	false	_		_
621	question	42172	true	given	292	_
622	plans	30520	true	given	296	_
623	question	37346	true	given	297	_
624	rights	47239	true	given	282	_
625	matters	30338	true	external		_
626	decisions	47861	false	_		_
627	desire	47510	false	_		_
628	effort	47753	true	given	289	_
629	fear	46822	true	given	303	_
630	failure	48839	true	given	344	_
631	idea	48936	true	given	215	_
632	fact	49098	true	given	218	_
633	fact	49001	true	given	342	_
634	opinion	29014	false	_		_
635	difficulties	28957	false	_		_
636	will	29027	false	_		_
637	job	28887	false	_		_
638	rights	46632	false	_		_
639	rights	46711	false	_		_
640	plans	46592	true	given	301	_
641	view	46304	false	_		_
642	arbitration decision	48471 48472	false	_		_
643	situation	46347	false	_		_
644	reasons	49343	true	given	236 235	_
645	proposal	49340	true	external		_
646	opportunity	49442	true	given	234	_
647	reason	49436	true	given	235	_
648	opportunity	49412	true	given	237	_
649	matters	29564	false	_		_
650	view	42847	false	_		_
651	matters	29552	false	_		_
652	rights	46200	false	_		_
653	issue	29214	true	external		_
654	will	45983	false	_		_
655	demands	45433	false	_		_
656	reason	49266	true	given	214	_
657	trouble	45530	false	_		_
658	question	40228	true	given	321	_
659	right	40304	false	_		_
660	need	41321	true	given	338	_
661	fact	41135	false	_		_
662	hope	41635	true	given	335	_
663	efforts	41492	false	_		_
664	hope	41662	false	_		_
665	hope	41674	true	given	334	_
666	opportunity	41919	true	given	336	_
667	will	28374	false	_		_
668	Rights	28091	false	_		_
669	point	28799	true	external		_
670	reasons	41951	false	_		_
671	rights	42088	false	_		_
672	opinion	41965	true	given	299	_
673	law	40426	false	_		_
674	duties	40725	false	_		_
675	problem	41129	true	given	339	_
676	questions	73268	true	external		_
677	features	73370	false	_		_
678	question	73414	true	external		_
679	opinions	73362	false	_		_
680	question	72962	true	given	360	_
681	position	72824	false	_		_
682	conditions	72912	true	given	361 358 359	_
683	evidence	77051	false	_		_
684	criteria	76695	false	_		_
685	proposals	55423	false	_		_
686	aim	55668	true	given	354	_
687	opportunities	55804	false	_		_
688	occasion	55958	false	_		_
689	wish	55868	true	given	380	_
690	assurance	55947	true	given	378	_
691	proposals	55179	false	_		_
692	decision	55220	false	_		_
693	decision	55249	false	_		_
694	desire	55330	true	given	355	_
695	objectives	52878	false	_		_
696	ambitions	52898	true	external		_
697	objectives	52791	false	_		_
698	objectives	52819	false	_		_
699	main objectives	56952 56953	true	given	476 475	_
700	possibility	56830	true	given	486	_
701	fact	56495	true	given	368	_
702	need	56606	true	given	485	_
703	fact	56462	true	given	368	_
704	proposal	62917	false	_		_
705	conclusions	62752	false	_		_
706	wish	62768	true	given	453	_
707	fact	62407	true	given	458	_
708	fact	62439	true	given	459	_
709	bid	56064	true	given	370	_
710	objective	52672	false	_		_
711	fact	52665	false	_		_
712	notification requirement	53697 53698	true	given	411	_
713	argument	53819	true	external		_
714	need	53757	false	_		_
715	objective	53797	false	_		_
716	hope	54111	false	_		_
717	reasons	53162	true	given	389 388 414	_
718	fact	53289	true	given	416	_
719	doubt	53370	false	_		_
720	arguments	53516	true	given	418	_
721	fact	53542	true	given	419	_
722	proposal	53588	true	external		_
723	reason	54828	true	given	424	_
724	conclusions	54840	false	_		_
725	reason	54729	true	given	420	_
726	hope	54119	false	_		_
727	position	69773	false	_		_
728	position	69722	false	_		_
729	Needs	54293	false	_		_
730	proposals	54649	false	_		_
731	proposals	54661	false	_		_
732	need	76657	false	_		_
733	fact	76682	true	given	452	_
734	demands	64668	true	given	350 351	_
735	requirement	76580	true	given	443	_
736	question	59768	true	external		_
737	requirement	76622	true	given	455	_
738	fact	65647	true	given	377	_
739	question	59818	true	external		_
740	question	59841	true	external		_
741	conclusion	76561	true	given	454	_
742	requests	64811	false	_		_
743	fact	57590	false	_		_
744	duty of proof	57431 57432 57433	true	given	495	_
745	Legal Affairs	64995 64996	false	_		_
746	fact	57237	false	_		_
747	doubt	76845	false	_		_
748	question	59621	true	given	346	_
749	question	55381	true	external		_
750	question	55294	true	given	353	_
751	question	55208	false	_		_
752	decisions	77094	false	_		_
753	need	76980	false	_		_
754	proposal	65928	true	given	396	_
755	proposal	65947	true	given	395	_
756	attempt	66003	true	given	392	_
757	fact	58114	false	_		_
758	fact	58179	true	given	436	_
759	fact	58203	false	_		_
760	efforts	72292	true	given	447	_
761	attempt	57713	true	given	496	_
762	proposal	72072	true	given	429	_
763	fact	64383	false	_		_
764	impression	64613	true	given	511	_
765	question	51889	true	given	365	_
766	question	65798	true	given	366	_
767	needs	58653	false	_		_
768	question	65809	true	given	366	_
769	risks	65678	false	_		_
770	Legal Affairs	65896 65897	false	_		_
771	conclusion	58973	true	given	461	_
772	view	65911	true	given	367	_
773	proposals	59055	false	_		_
774	speculation	58293	false	_		_
775	area	52491	unclear	undefined		_
776	proposals	64151	false	_		_
777	this	52362	false	_		_
778	proposals	64139	false	_		_
779	draft	56168	false	_		_
780	scheme	51419	true	given	374	_
781	proposals	65226	false	_		_
782	suggestion	65294	true	given	376	_
783	Legal Affairs	65062 65063	false	_		_
784	decision	64692	false	_		_
785	proposal	65119	false	_		_
786	needs	65139	false	_		_
787	opportunity	59732	true	given	345	_
788	view	65180	false	_		_
789	law	65202	false	_		_
790	question	65644	false	_		_
791	fact	59863	true	given	347	_
792	circumstance	65313	false	_		_
793	position	65526	false	_		_
794	fact	59177	true	given	463	_
795	view	65041	false	_		_
796	equal opportunities	60346 60347	false	_		_
797	need	51405	true	given	375	_
798	proposals	51540	false	_		_
799	aspects	61154	false	_		_
800	matters	61142	false	_		_
801	arguments of substance	67249 67250 67251	false	_		_
802	arguments	67229	false	_		_
803	destination	61343	false	_		_
804	issue	66476	false	_		_
805	assumption	70207	true	given	508	_
806	arguments	67165	true	given	402	_
807	issue	66571	true	given	384	_
808	conclusion	67748	false	_		_
809	feeling	67614	true	given	408	_
810	option	61805	false	_		_
811	calls	61983	true	given	473	_
812	effort	67354	false	_		_
813	calls	53095	false	_		_
814	right	53076	true	given	387	_
815	proposal	67803	unclear	undefined		_
816	issues	66320	true	given	385	_
817	objectives	67756	false	_		_
818	decision	75644	unclear	given	431	_
819	objectives	75618	true	given	433	_
820	decisions	75630	false	_		_
821	proposal	70306	false	_		_
822	possibility	70314	true	given	479	_
823	proposal	70283	false	_		_
824	decision	75594	true	given	431	_
825	reason	59935	false	_		_
826	reason	60677	true	given	394 393	_
827	opportunities	60665	false	_		_
828	proposal	67855	false	_		_
829	proposals	60916	false	_		_
830	views	66300	false	_		_
831	opportunities	52151	false	_		_
832	conclusion	70339	false	_		_
833	Equal Opportunities	60621 60622	false	_		_
834	requirements	70319	false	_		_
835	reasons	60543	false	_		_
836	equal opportunities policy	60643 60644 60645	false	_		_
837	objectives	51741	true	given	381 363 364	_
838	proposals	70382	false	_		_
839	objectives	60641	false	_		_
840	fact	51815	true	given	362	_
841	Legal Affairs	65975 65976	false	_		_
842	view	61083	true	given	397	_
843	commitment	52884	true	given	399	_
844	proposal	68093	true	given	444	_
845	equal opportunities	60431 60432	false	_		_
846	reason	68070	false	_		_
847	equal opportunities policy	60382 60383 60384	false	_		_
848	question	52646	true	external		_
849	questions	52513	true	external		_
850	safety requirements	68189 68190	false	_		_
851	commitment	52822	true	given	399	_
852	option	53005	true	given	398	_
853	ideas	76229	false	_		_
854	proposals	76302	false	_		_
855	proposals	70418	false	_		_
856	ideas	70433	false	_		_
857	proposals	70447	false	_		_
858	intention	60379	true	given	400	_
859	refusal	76061	false	_		_
860	idea	76157	true	given	446	_
861	compromise proposal	66163 66164	false	_		_
862	Commission proposal	61035 61036	false	_		_
863	risks	67846	false	_		_
864	objective	61369	true	given	382	_
865	efforts	61229	false	_		_
866	proposal	61092	false	_		_
867	position	72796	true	given	401	_
868	way	53592	true	given	404	_
869	issues	60574	false	_		_
870	Position	67412	false	_		_
871	question	72438	true	external		_
872	difficulties	60509	false	_		_
873	possibility	66409	true	given	386	_
874	Suggestions	60974	true	given	391	_
875	Rights	60619	false	_		_
876	insistence	53638	true	given	410	_
877	opportunities	74950	false	_		_
878	efforts	75208	true	given	515	_
879	indication	74853	true	given	502	_
880	proposals	74782	false	_		_
881	reason	74833	true	given	501	_
882	proposal	71211	false	_		_
883	reason	61824	true	given	383	_
884	issue	67145	false	_		_
885	proposals	67029	false	_		_
886	commitment	53202	false	_		_
887	functions	60320	true	given	415	_
888	objective	66552	false	_		_
889	proposal	61542	false	_		_
890	position	66747	false	_		_
891	safety requirements	75336 75337	false	_		_
892	proposals	66541	true	external		_
893	objective	61379	true	given	382	_
894	views	60155	false	_		_
895	wish	66914	false	_		_
896	incentive	66692	false	_		_
897	question	59964	true	given	412	_
898	decision	75523	true	external		_
899	possibilities	71253	false	_		_
900	fact	71262	true	given	457	_
901	conclusions	71370	false	_		_
902	fact	71542	false	_		_
903	wishes	71638	false	_		_
