id	text	iset	np_replfirst_noun	annotationcompleted	np_replfirst_deverbal	namely_difficultcase	np_replalternative	np_repl_difficultcase	namely_majordivergingantecedent	candidateanaphor	namelytest_naemlich	np_replfirst_article	namely_antecedent
44	das	2268	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass die zahl der christen nicht mehr ab- , sondern wieder zunimmt	eine_solche	12
45	es	1851		na						na			
46	es	2239	na	yes	na	yes	na	yes	na	discourse_anaphor	naemlich eine bluete zu erleben	na	
47	Dies	2654	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich diese daten ein fuer alle mal aufzunehmen und dann nur jeweils die aenderungen zu beruecksichtigen	eine_solche	13
48	Dies	2700		na						na			
49	es	2740		na						na			
50	es	2459		yes						error_no_discourse_anaphor			
51	Dies	2485	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass das programm eine vielzahl von anregungen des rechnungshofes -- auch aus den vergangenen jahren -- beruecksichtigt und ganz entschieden auch programmvereinfachung auf seine fahnen geschrieben hat	diese	14
52	es	2544		yes						error_wrong_marking			
53	es	2683		na						na			
54	es	2635		yes						error_wrong_marking			
55	Es	2975		yes						error_no_discourse_anaphor			
56	es	2991		yes						error_no_discourse_anaphor			
57	Es	3112		yes						error_no_discourse_anaphor			
58	dies	3127	forderung	yes	na	na	yes	na	na	discourse_anaphor	[dass wir die betroffenen laender beim aufbau ihrer faehigkeiten unterstuetzen , sichere medikamente im eigenen land herzustellen und sichere medikamente ins eigene land zu importieren .]	diese	17
59	Das	2803	sachverhalt	yes	na	na	yes	na	na	discourse_anaphor	dass er an den anfang seiner rede die definition der weltgesundheitsorganisation gestellt hat , was unter faelschung von medikamenten zu verstehen ist .	diese	18
60	es	2764		yes						error_no_discourse_anaphor			
61	es	2827		yes						error_no_discourse_anaphor			
62	das	2866	sachverhalt	yes	na	na	yes	na	na	discourse_anaphor	dass in entwickelten laendern vorwiegend so genannte lifestyle-drogen gefaelscht werden.	diese	16
63	es	3206		yes						error_no_discourse_anaphor			
64	Es	3277		yes						error_no_discourse_anaphor			
65	es	3527		yes						error_no_discourse_anaphor			
66	Das	3195	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	ob es zu wenig geld dafuer gibt.	diese	20
67	Es	3593		yes						error_no_discourse_anaphor			
68	es	3326		yes						error_no_discourse_anaphor			
69	das	3342		yes						error_no_discourse_anaphor			
70	das	3255	einschaetzung	yes	na	na	yes	na	na	discourse_anaphor	dass die kuerzung der urspruenglich veranschlagten zahlen um die haelfte  fuer mich schon ein rueckschlag war.	diese	23
71	das	3348	umstand	yes	na	na	yes	yes	na	discourse_anaphor	das meerresautobahnen zu nennen	diese	22
72	es	3517		yes						error_no_discourse_anaphor			
73	es	3188		yes						error_no_discourse_anaphor			
74	es	3629	handlung	yes	na	na	na	na	na	discourse_anaphor	dass man einfach nurmehr den interventionen der staerksten lobbyisten nachgibt und die interessen der menschen entlang den strassen v	diese/eine_art_von	19
75	das	3493	entwicklung	yes	na	na	yes	na	na	discourse_anaphor		diese	21
76	es	4044		yes						error_no_discourse_anaphor			
77	es	3661		yes						error_no_discourse_anaphor			
78	Es	3651		yes						error_wrong_marking			
79	es	3846		yes						error_wrong_marking			
80	das	4000	na	yes	na	yes	na	yes	na	discourse_anaphor	naemlich, dass wir seit einem jahr hier im parlament nachfragen , dass der nachweis ueber die notwendigkeit dieser massnahmen im bereich vorratsdatenspeicherung gefuehrt werden soll , und dass wir in diesen tagen zum ersten mal einzelne beispiele fuer diese notwendigkeit geliefert kriegen	na	25
81	es	3854		yes						error_wrong_marking			
82	es	4019	aktivitaet	yes	na	na	yes	yes	na	discourse_anaphor	naemlich, dass diese beispiele geliefert werden	diese	29
83	es	3984		yes						error_no_discourse_anaphor			
84	das	3757		yes						error_wrong_marking			
85	Das	3779	na	yes	yes	yes	na	na	na	discourse_anaphor	naemlich das zusammenarbeit der mitgliedstaaten	na	26
86	Das	3977	na	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir in diesen tagen zum ersten mal einzelne beispiele fuer diese notwendigkeit geliefert kriegen	na	27
87	es	3991	forderung	yes	na	yes	na	yes	na	discourse_anaphor	naemlich, dass der nachweis ueber die notwendigkeit dieser massnahmen im bereich vorratsdatenspeicherung gefuehrt werden soll	diese	28
88	es	3865		yes						error_wrong_marking			
89	das	3772		yes						error_no_discourse_anaphor			
90	das	3750	na	yes	na	yes	na	na	na	discourse_anaphor	naemlich, dass ich wert darauf lege	na	24
91	dies	4306	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass er an unsere christliche ueberzeugung appelliert hat	diese	30
92	es	4484		yes						error_no_discourse_anaphor			
93	dies	4331	einschaetzung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass religioese ueberzeugungen nicht in die politik einfliessen duerfen	diese	31
94	Es	4677		yes						error_wrong_marking			
95	es	4947		yes						error_wrong_marking			
96	Es	4939		yes						error_wrong_marking			
97	dies	4783	na	yes	na	na	na	na	yes	discourse_anaphor	naemlich, dass ein kompromiss gefunden wurde	na	33
98	das	4756	meinung	yes	na	na	na	na	na	discourse_anaphor	naemlich, was ich meine	diese	32
99	es	5100		yes						error_wrong_marking			
100	Das	4956	einschaetzung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass es hier  um zwei unterschiedliche nationen in einem land geht	diese	34
101	es	4835		yes						error_wrong_marking			
102	es	4971		yes						error_wrong_marking			
103	Es	5239		yes						error_no_discourse_anaphor			
104	es	5409		yes						error_wrong_marking			
105	dies	5498	handlung	yes	na	na	na	na	na	discourse_anaphor	naemlich ein allgemeines bekenntnis zur sozialbindung des eigentums abzugeben	eine_solche	35
106	dies	5442	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich auch gewerkschaftsmitarbeiter und sozialrechte in dem bericht mitzubehandeln	eine_solche	37
107	es	5451		yes						error_wrong_marking			
108	das	5325		yes						error_no_discourse_anaphor			
109	es	5222		yes						error_wrong_marking			
110	es	5290		yes						error_wrong_marking			
111	dies	5304	na	yes	na	na	na	na	yes	discourse_anaphor	naemlich einen europaeischen corporate-governance-kodex anzugehen	na	36
112	das	5322		yes						error_no_discourse_anaphor			
113	dies	5524		yes						error_no_discourse_anaphor			
114	Dies	5377	na	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir intern in der debatte im ausschuss fuer recht und binnenmarkt allerdings auch zwischen den politischen gruppierungen gewisse meinungsunterschiede hatten	na	38
115	Es	5834		yes						error_no_discourse_anaphor			
116	es	5797		yes						error_no_discourse_anaphor			
117	dies	5706	entwicklung	na	na	na	yes	na	na	discourse_anaphor	dass es einen echten binnenmarkt ohne diskrimierung schafft.	diese	41
118	es	5771	aktion	yes	na	na	yes	na	na	discourse_anaphor	dedass ein aeusserst verschwommenen begriff eingefuehrt wurde	diese	40
119	es	5822		yes						error_no_discourse_anaphor			
120	Das	5765	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	dass der jetzt zwischen den grossen fraktionen kursierenden kompromiss hat einen aeusserst verschwommenen begriff eingefuehrt hat	diese	39
121	es	5865		na						error_no_discourse_anaphor			
122	Es	5566		yes						error_no_discourse_anaphor			
123	es	5650		yes						error_no_discourse_anaphor			
124	es	5689		yes						error_no_discourse_anaphor			
125	es	5594		yes						error_no_discourse_anaphor			
126	das	5944	meinung	yes	na	na	yes	na	na	discourse_anaphor	naemlich dass sie gegen die dose sind	diese	45
127	es	5992		yes						error_wrong_marking			
128	das	6267	notwendigkeit	yes	na	na	yes	na	yes	discourse_anaphor	naemlich mehr muell zu vermeiden indem wir auf mehrweg zu setzten	diese	44
129	es	6083		yes						error_wrong_marking			
130	Es	6188		yes						error_wrong_marking			
131	es	6198		yes						error_wrong_marking			
132	es	6106		na						error_wrong_marking			
133	Das	6511	na	yes	na	na	na	na	na	discourse_anaphor	naemlich in europa dem verlust an biodiversitaet einhalt zu gebieten	na	46
134	es	6437		yes						error_no_discourse_anaphor			
135	das	6428		yes						error_no_discourse_anaphor			
136	Es	6557		yes						error_wrong_marking			
137	das	6870	umstand	yes	na	na	yes	na	na	discourse_anaphor	dass es sehr exekutivlastig ist	diese	48
138	es	6868		na						na			
139	es	6726		yes						error_no_discourse_anaphor			
140	es	6774	entwicklung	yes	na	na	na	na	na	discourse_anaphor	wenn wir einen separaten ueberblick bekaemen	eine_solche	47
141	das	7062	handlung	yes	na	na	na	na	na	discourse_anaphor	naemlich von der ersten minute an alle schattenberichterstatter in die diskussion und auch in den trilog mit einzubeziehen	diese	53
142	Das	7298	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich wegbereiter zu sein fuer ein europaeisches patent durch die hintertuer der durchsetzungsrichtlinie	diese	49
143	Es	7208		na						error_wrong_marking			
144	es	7136		na						error_wrong_marking			
145	es	7111		na						error_wrong_marking			
146	Das	7290	frage	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass wir auf europaeischer ebene kein patent haben , und wir auch nicht wegbereiter sein moechten fuer ein europaeisches patent durch die hintertuer der durchsetzungsrichtlinie	diese	50
147	Das	7080	behauptung	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass ihre familiaeren verhaeltnisse in der presse auf- und angegriffen wurden	diese	51
148	es	7704		yes						error_no_discourse_anaphor			
149	das	7509	umstand	yes	na	na	na	yes	na	discourse_anaphor	naemlich, dass norwegen mit seinen erdoel- und erdgasvorraeten oder island mit seiner geothermie , mit der erneuerbaren energie uns diesbezueglich ein vorbild sind und uns eine riesenchance bieten , kuenftig auch in der energiepolitik in diesem raum gemeinsame strategien zu entwickeln	diese	54
150	es	7660		yes						error_wrong_marking			
151	es	7615		yes						error_wrong_marking			
152	es	7827	massnahme	yes	yes	na	na	na	na	discourse_anaphor	die verstaerkung der s	diese	56
153	Es	7940		yes						error_no_discourse_anaphor			
154	Es	8085		yes						error_no_discourse_anaphor			
155	das	7894	forderung	yes	na	na	na	na	na	discourse_anaphor	dass die vereinbarung ueber die weitergabe von flugpassagierdaten im kampf gegen den terror sinn machen und kohaerent sein sollte.	diese	55
156	es	8008		yes						error_no_discourse_anaphor			
157	Es	8029		yes						error_no_discourse_anaphor			
158	es	8158		yes						error_no_discourse_anaphor			
159	es	8682		yes						error_no_discourse_anaphor			
160	es	8809	na	yes	yes	na	na	na	na	discourse_anaphor	naemlich die demokratisierung der  uno	na	57
161	das	8860		na						na			
162	Das	9068	ansicht	na	na	na	yes	na	na	discourse_anaphor	naemlich, dass der binnenmarkt  die wettbewerbsfaehigkeit staerkt	diese	59
163	Das	9075	forderung	na	na	na	yes	na	na	discourse_anaphor	dass [wir muessen gleichzeitig nein sagen zu den tendenzen zu mehr nationalisierung , nein zu den tendenzen zur leistungsfeindlichkeit , nein zu den tendenzen zu mutlosigkeit , nein zum populismus , nein zur novellierung , nein zur industriefeindlichkeit und ja zu mehr leistung , ja zum binnenmarkt , ja zu den vier freiheiten]	diese	59
164	Das	9086	massnahme	na	na	na	yes	na	na	discourse_anaphor	[wir muessen gleichzeitig nein sagen zu den tendenzen zu mehr nationalisierung , nein zu den tendenzen zur leistungsfeindlichkeit , nein zu den tendenzen zu mutlosigkeit , nein zum populismus , nein zur novellierung , nein zur industriefeindlichkeit und ja zu mehr leistung , ja zum binnenmarkt , ja zu den vier freiheiten]	diese	59
165	Das	9107	na	na	yes	na	na	na	na	discourse_anaphor	ein staerkeres engagement bei der finanziellen perspektive fuer forschung , bildung , wachstum und beschaeftigung sowie fuer unternehmensgruendungen .]	diese	58
166	das	9053	notwendigkeit	yes	na	na	yes	na	na	discourse_anaphor	wir muessen gleichzeitig nein sagen zu den tendenzen zu mehr nationalisierung , nein zu den tendenzen zur leistungsfeindlichkeit , nein zu den tendenzen zu mutlosigkeit , nein zum populismus , nein zur novellierung , nein zur industriefeindlichkeit und ja zu mehr leistung , ja zum binnenmarkt , ja zu den vier freiheite	diese	59
167	das	9324		yes						error_no_discourse_anaphor			
168	es	9370		na						na			
169	Das	9351	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich die standards zur bewirtschaftung zu vereinheitlichen	diese	61
170	das	9575	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich, mit unserer abstimmung im ausschuss vorhandene gesetzgebung nicht neu erfunden zu haben	diese	62
171	Es	9227		yes						error_wrong_marking			
172	es	9460		yes						error_no_discourse_anaphor			
173	es	9612		yes						error_wrong_marking			
174	das	9240	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass ich zu spaet gekommen bin	diese	60
175	es	9390		yes						error_wrong_marking			
176	Es	9549		yes						error_wrong_marking			
177	es	9975		yes						error_wrong_marking			
178	dies	9894	na	na	na	na	na	na	na	discourse_anaphor	naemlich, dass geld zur verfuegung gestellt werden muss, europol mit kompetenzen ausgestattet werden muss und eine polizei eingerichtet werden muss und dass das daphne-programm ein wirksames instrument bleibt , getrennt von der drogenpraevention	na	66
179	Das	9817	na	na	na	na	na	na	na	discourse_anaphor	naemlich, dass geld zur verfuegung gestellt werden muss, europol mit kompetenzen ausgestattet werden muss und eine polizei eingerichtet werden muss	na	65
180	Es	9795		yes						error_wrong_marking			
181	Das	9864	sachverhalt	yes	na	na	yes	na	na	discourse_anaphor	naemlich. dass das daphne-programm ein wirksames instrument bleibt , getrennt von der drogenpraevention	diese	63
182	das	9937	ereignis	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass uns  die fussballweltmeisterschaft bevor steht	diese	64
183	Das	10228		yes						error_wrong_marking			
184	es	10140		yes						error_no_discourse_anaphor			
185	Dies	10720	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass fuer alle uebrigen punkte , die vor beginn der letzten verhandlungen anfang dezember noch offen geblieben waren ,zufriedenstellende ergebnisse erzielt wurden	diese	67
186	Dies	11067	chance	yes	na	na	yes	na	na	discourse_anaphor	dass durch die [die europaeische normung] die wettbewerbsfaehigkeit der europaeischen unternehmen gesteigert werden k	diese	68
187	es	10929		yes						error_no_discourse_anaphor			
188	es	11492		yes						error_wrong_marking			
189	Es	11463		yes						error_wrong_marking			
190	Das	11656	sachverhalt	yes	na	na	na	yes	na	discourse_anaphor	naemlich, ob dies nicht vielleicht ein angebot sein koennte	diese	72
191	Dies	11300	umstand	na	na	na	na	na	na	discourse_anaphor	naemlich, dass wir mit der nachbarschaftspolitik in einen ausserordentlich wichtigen bereich hineingehen	diese	73
192	es	11408		yes						error_no_discourse_anaphor			
193	das	11622		yes						error_no_discourse_anaphor			
194	das	11596		yes						error_no_discourse_anaphor			
195	dies	11625		yes						error_no_discourse_anaphor			
196	dies	11448	aktivitaet	yes	na	na	na	na	na	discourse_anaphor	naemlich der ukraine hilfe zu leisten,  dass sie ihre eigenen gas-pipelines behalten kann , dass diese nicht in andere haende geraten	eine_solche	74
197	dies	11532	sachverhalt	yes	na	yes	na	yes	na	discourse_anaphor	naemlich, dass es aber nicht in jedem fall automatisch eine beitrittsperspektive gibt	diese	69
198	dies	11648		na						error_no_discourse_anaphor			
199	Das	11520	umstand	yes	na	na	na	na	na	discourse_anaphor	naemlich,  dass es fuer die staaten osteuropas eine europaeische perspektive gibt, die wichtig ist , um die reformanstrengungen im inneren zu legitimieren und die regime zu stuetzen	diese	70
200	dies	11516	massnahme	na	na	na	na	na	na	discourse_anaphor	naemlich die reformanstrengungen im inneren zu legitimieren und die regime zu stuetzen	diese	71
201	Das	11977		na						na			
202	es	11881		yes						error_wrong_marking			
203	Das	11894	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir weiterhin negative schlagzeilen ueber die europaeische politik haben  werden, solange es derartige politiken in der europaeischen union gibt	diese	76
204	Es	11776		yes						error_wrong_marking			
205	Das	11948	vorgang	na	na	na	na	na	na	discourse_anaphor	naemlich, dass sapard wunderbar abfliessen wird	diese	75
206	dies	12257	na	yes	yes	yes	na	na	yes	discourse_anaphor	naemlich, das zufuehren von energie in die europaeische union	na	79
207	Es	12150		yes						error_wrong_marking			
208	dies	12160	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir hilfestellung leisten	diese	78
209	Dies	12464	na	yes	na	na	na	na	na	discourse_anaphor	naemlich russland technisch und durch zusammenarbeit zu helfen , die visafreiheit herzustellen	na	82
210	Es	12170		na						error_wrong_marking			
211	dies	12311	na	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir im bereich der handelsfragen schadensersatzansprueche akzeptieren	na	77
212	es	12233		na						error_wrong_marking			
213	es	12496		na						error_wrong_marking			
214	es	12110		yes						error_wrong_marking			
215	dies	12443	na	yes	na	na	na	na	na	discourse_anaphor	naemlich russland technisch und durch zusammenarbeit zu helfen , die visafreiheit herzustellen	na	82
216	dies	12425	vorgang	yes	na	yes	yes	na	na	discourse_anaphor	naemlich, dass die grenzvertraege unterschrieben und ratifiziert werden	diese	81
217	es	12420		na						error_wrong_marking			
218	es	12091		yes						error_wrong_marking			
219	es	12749		yes						error_wrong_marking			
220	es	12562		yes						error_wrong_marking			
221	Das	12571	entwicklung	na	na	na	yes	na	na	discourse_anaphor	naemlich, dass es im vergangenen jahr in china 9 000 prozesse gegen produktpiraten gab	diese	84
222	Das	13108	massnahme	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass die kommission ernsthaft ueberlegt , ein moratorium von drei bis fuenf jahren fuer umwelt und verbraucherpolitische gesetzesvorhaben zu erlassen	eine_solche	86
223	das	12931	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir die kommission bei ihrer klage vor dem europaeischen gerichtshof , um klarheit ueber die kompetenzen im rahmen des stabilitaets- und wachstumspakts zu erhalten, unterstuetzen	diese	87
224	es	12964		na						error_wrong_marking			
225	es	13017		na						error_wrong_marking			
226	es	13033		na						error_wrong_marking			
227	das	12854	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich eine zentrale waehrungspolitik mit der verantwortlichen europaeischen zentralbank und eine dezentrale finanz- und wirtschaftspolitik	diese	85
228	das	13350	na	na	na	na	na	na	na	discourse_anaphor	naemlich den verbraucherschutz mit hinzu zu ziehen	na	88
229	es	13261		yes						error_no_discourse_anaphor			
230	es	13431		yes						error_no_discourse_anaphor			
231	Das	13231	entwicklung	yes	na	na	na	yes	na	discourse_anaphor	naemlich, dass die lissabon-agenda auch die loesung der sozialen komponente im rahmen der globalisierung bringen wird	diese	92
232	das	13415	tatsache	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass es etwas vollkommen anderes ist als ihre herangehensweise	diese	89
233	Das	13494	handlung	yes	na	na	na	na	na	discourse_anaphor	naemlich, wenn wir die bereits bestehenden weltweiten standards durchsetzen und nur die waren in die europaeische union importieren , die nach diesen standards produziert werden	eine_solche	91
234	Das	13405	handlung	na	na	na	na	na	na	discourse_anaphor	naemlich, wenn wir diese mit einbeziehen und mit beruecksichtigen , wir tatsaechlich eine chance haben , handel weltweit fair zu gestalten	eine_solche	90
235	Dies	13753	massnahme	yes	na	na	yes	na	na	discourse_anaphor	wenn schadstoffe wie nox und feinstaub in die bemessungsgrundlage fuer die kfz-steuer mit aufgenommen werden .	eine_solche	94
236	Dies	13726	massnahme	yes	na	na	na	na	na	discourse_anaphor	[dass fahrzeuge mit hoeheren co2-emissionen eben hoeher besteuert werden als fahrzeuge mit geringeren co2-emissionen]	eine_solche	93
237	es	14090		yes						error_no_discourse_anaphor			
238	Es	13965		yes						error_no_discourse_anaphor			
239	Es	13871		yes						error_no_discourse_anaphor			
240	es	13889		yes						error_no_discourse_anaphor			
241	das	14243	handlung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass naemlich was geschieht wenn wir keine fuelle von konkreten massnahmen haben	eine_solche	95
242	es	14282		na						error_wrong_marking			
243	es	14575		na						na			
244	Es	14322		na						error_wrong_marking			
245	was	14522		yes						error_wrong_marking			
246	es	14180		yes						error_no_discourse_anaphor			
247	es	14498		na						error_wrong_marking			
248	es	14152		yes						error_no_discourse_anaphor			
249	es	14549		na						na			
250	Es	14172		yes						error_wrong_marking			
251	dies	14305	umstand	yes	na	na	yes	na	na	discourse_anaphor	naemlich auf einer liste fuer die europawahlen zu kandidieren	diese	96
252	das	14825		yes						error_no_discourse_anaphor			
253	es	14876		na						error_no_discourse_anaphor			
254	Das	14700	aktion	yes	na	na	na	na	na	discourse_anaphor	wenn [die eu  1 500 soldaten in das drittgroesste afrikanische land schicken]	diese	98
255	Es	14814		yes						error_no_discourse_anaphor			
256	es	14633		yes						error_no_discourse_anaphor			
257	es	14869	tatsache	yes	na	na	na	na	na	discourse_anaphor	dass es hier  tatsaechlich um zugang zu rohstoffen und militaerische abwehr von fluechtlingen geht.]	diese	97
258	Es	14774		yes						error_no_discourse_anaphor			
259	es	14746		yes						error_no_discourse_anaphor			
260	Das	15042	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass jetzt fuer die organisationen u. a. fuer die kultur- und bildungsprogramme und natuerlich auch die frauenprogramme die gefahr besteht, dass sie ihr geld 2004 mit grosser verspaetung erhalten oder dass die programme gar nicht stattfinden koennen , wenn bis dezember nicht abgeschlossen wird	diese	100
261	Das	15166	handlung	yes	na	na	na	na	na	discourse_anaphor	naemlich wenn wenn von mehr als 50 vorgeschlagenen abaenderungsantraegen 35 abgelehnt werden	eine_solche	101
262	es	14942		na						error_no_discourse_anaphor			
263	Das	15385		yes						error_no_discourse_anaphor			
264	es	15494		yes						error_wrong_marking			
265	Das	15824	aktion	na	na	na	yes	na	na	discourse_anaphor	naemlich, wenn die grossen multinationalen und globalen unternehmen 0,25 % -- also ein viertel prozent -- ihrer gebuehren fuer waehrungstransaktionen , in einen afrikafonds stiften , wenn wir hier im parlament ein viertel prozent der aufwendungen fuer unsere internationalen waehrungsoperationen im haushalt sperren und in einen fonds fuer die hilfe fuer afrika einzahlen	eine_solche	103
266	Es	15938		yes						error_no_discourse_anaphor			
267	Es	16018		yes						error_no_discourse_anaphor			
268	Es	15897		yes						error_wrong_marking			
269	es	16214		yes						error_wrong_marking			
270	es	16293		yes						error_wrong_marking			
271	das	16424		na						na			
272	Es	16142		yes						error_no_discourse_anaphor			
273	es	16281		yes						error_wrong_marking			
274	Das	16310	vorgang	yes	na	na	na	na	yes	discourse_anaphor	naemlich, dass es in dem bereich innen- und justizpolitik zu mehrheitsentscheidungen  kommen	diese	106
275	es	16126		yes						error_wrong_marking			
276	es	16437		na						na			
277	es	16129		yes						error_wrong_marking			
278	es	16649		yes						error_wrong_marking			
279	es	16810		yes						error_no_discourse_anaphor			
280	das	17122	sachverhalt	yes	yes	na	na	yes	na	discourse_anaphor	flexibilisierung der arbeitszeiten zum erreichen der vereinbarkeit von familie und beruf	diese	108
281	Das	17036	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass das  geschlechterspezifische lohngefaelle zwischen 15 und 33 % liegt	diese	107
282	es	17028		yes						error_no_discourse_anaphor			
283	das	17001		yes						error_no_discourse_anaphor			
284	es	17165		yes						error_wrong_marking			
285	Das	17459		na						error_no_discourse_anaphor			
286	das	17613	aktion	na	na	na	yes	na	na	discourse_anaphor	naemlich noch bestehende netzwerke , die ihn unterstuetzen , auch wirklich zunichte zu machten	diese	109
287	es	17268		yes						error_wrong_marking			
288	dies	17552	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass die positiven schritte , die kroatien gemacht hat , anerkannt werden	diese	111
289	Es	17448		yes						error_wrong_marking			
290	es	17293		yes						error_wrong_marking			
291	es	17365		yes						error_no_discourse_anaphor			
292	es	17311		yes						error_no_discourse_anaphor			
293	es	17486		na						error_wrong_marking			
294	es	17337		yes						error_wrong_marking			
295	es	17664		yes						error_wrong_marking			
296	es	17351	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich eine positive entscheidung zu treffen	eine_solche	110
297	Das	18048	sachverhalt	yes	na	na	na	na	na	discourse_anaphor	naemlich,  wer auf dauer gegen die menschen zu regieren versucht , scheitern wird	diese	112
298	Das	17866	vorgang	yes	na	na	yes	na	na	discourse_anaphor	naemlich, dass die buerger , die so frustriert sind , dass sie nicht einmal die reformer unterstuetzen , wohl in anderer weise abstimmen werden, indem sie zu hause bleiben	diese	113
299	es	18273		yes						error_no_discourse_anaphor			
300	das	18303	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich 30 000 patente auf software zu haben	diese	114
301	Das	18128	behauptung	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir ueber eines der umstrittensten gesetze reden	diese	115
302	es	18340		yes						error_wrong_marking			
303	Es	18239		yes						error_no_discourse_anaphor			
304	Es	18178		yes						error_wrong_marking			
305	es	18148		yes						error_no_discourse_anaphor			
